Id,Product Name,Energy,Fat Percentage,Saturated Fat,Carbohydrates,Sugars,Fiber,Protein,Salt,Calcium
23855.0,Cashew Milk,78.0 kcal,nan g,0.46 g,11.68 g,0.79 g,0.42 g,5.98 g,0.75 g,139.0 mg
23856.0,Coconut Milk,58.0 kcal,nan g,0.1 g,nan g,nan g,0.68 g,3.07 g,0.88 g,82.0 mg
,Cashew Milk,80.0 kcal,6.03 g,0.64 g,1.24 g,9.97 g,1.0 g,6.35 g,0.11 g,80.0 mg
23858.0,Coconut Milk,79.0 kcal,7.79 g,1.59 g,6.08 g,0.86 g,0.81 g,7.05 g,0.38 g,141.0 mg
23859.0,2% Milk,65.0 kcal,7.55 g,2.36 g,7.25 g,nan g,0.8 g,5.34 g,0.47 g,125.0 mg
23860.0,Coconut Milk,49.0 kcal,0.78 g,4.94 g,3.71 g,4.46 g,0.71 g,6.66 g,0.28 g,138.0 mg
23861.0,Soy Milk,61.0 kcal,4.5 g,4.96 g,11.74 g,nan g,nan g,4.96 g,0.19 g,82.0 mg
23862.0,Cashew Milk,51.0 kcal,6.27 g,4.95 g,7.99 g,1.06 g,0.7 g,nan g,0.17 g,nan mg
23863.0,Whole Milk,47.0 kcal,2.2 g,4.81 g,1.05 g,9.68 g,0.43 g,1.67 g,0.41 g,109.0 mg
23864.0,2% Milk,nan kcal,5.66 g,1.97 g,6.89 g,7.18 g,0.01 g,4.8 g,nan g,119.0 mg
23865.0,Coconut Milk,40.0 kcal,5.78 g,2.78 g,3.67 g,1.89 g,0.17 g,6.59 g,0.73 g,147.0 mg
23866.0,,40.0 kcal,2.18 g,1.38 g,2.26 g,8.44 g,0.08 g,nan g,0.2 g,135.0 mg
23867.0,Cashew Milk,52.0 kcal,3.69 g,0.76 g,9.95 g,0.75 g,0.44 g,2.78 g,0.65 g,127.0 mg
23868.0,Cashew Milk,54.0 kcal,2.04 g,4.5 g,7.35 g,6.79 g,0.18 g,5.2 g,0.07 g,114.0 mg
23869.0,Oat Milk,55.0 kcal,7.9 g,1.15 g,1.81 g,5.69 g,0.98 g,6.19 g,0.68 g,88.0 mg
23870.0,Skim Milk,50.0 kcal,7.02 g,0.81 g,7.32 g,6.86 g,0.84 g,6.05 g,0.55 g,nan mg
23871.0,Almond Milk,nan kcal,7.58 g,2.13 g,7.85 g,2.74 g,0.11 g,4.72 g,0.51 g,112.0 mg
23872.0,Skim Milk,52.0 kcal,6.87 g,4.19 g,8.4 g,7.55 g,0.9 g,4.84 g,0.09 g,nan mg
,2% Milk,nan kcal,6.81 g,2.94 g,8.64 g,9.48 g,0.82 g,6.95 g,0.09 g,106.0 mg
23874.0,Skim Milk,78.0 kcal,nan g,2.5 g,1.03 g,9.99 g,0.84 g,4.4 g,0.01 g,106.0 mg
23875.0,2% Milk,69.0 kcal,1.97 g,nan g,nan g,1.09 g,0.83 g,7.48 g,0.47 g,114.0 mg
23876.0,Coconut Milk,56.0 kcal,5.78 g,1.41 g,5.66 g,5.03 g,0.44 g,6.37 g,1.0 g,80.0 mg
23877.0,,66.0 kcal,0.56 g,nan g,8.43 g,nan g,0.45 g,4.11 g,0.78 g,126.0 mg
23878.0,Coconut Milk,65.0 kcal,nan g,1.84 g,11.78 g,7.72 g,0.85 g,6.53 g,nan g,100.0 mg
23879.0,Soy Milk,nan kcal,1.31 g,nan g,6.89 g,6.74 g,0.73 g,4.58 g,0.22 g,81.0 mg
,Skim Milk,59.0 kcal,nan g,3.86 g,nan g,2.89 g,0.6 g,3.23 g,0.67 g,101.0 mg
23881.0,Cashew Milk,62.0 kcal,6.7 g,2.84 g,8.47 g,5.2 g,nan g,5.51 g,0.19 g,109.0 mg
23882.0,Almond Milk,80.0 kcal,6.63 g,nan g,6.42 g,6.71 g,0.62 g,3.39 g,0.25 g,145.0 mg
23883.0,2% Milk,57.0 kcal,3.05 g,nan g,nan g,5.98 g,0.15 g,2.53 g,0.22 g,122.0 mg
23884.0,Oat Milk,48.0 kcal,7.82 g,2.76 g,2.76 g,8.61 g,0.82 g,nan g,1.0 g,120.0 mg
23885.0,Oat Milk,53.0 kcal,5.76 g,3.3 g,nan g,2.98 g,0.1 g,6.07 g,0.55 g,143.0 mg
23886.0,2% Milk,50.0 kcal,1.36 g,0.14 g,11.33 g,4.08 g,0.54 g,7.94 g,0.71 g,80.0 mg
,Soy Milk,49.0 kcal,7.04 g,4.15 g,9.05 g,7.34 g,0.62 g,nan g,0.68 g,nan mg
,2% Milk,58.0 kcal,1.73 g,0.15 g,4.04 g,0.7 g,0.85 g,7.25 g,nan g,147.0 mg
23889.0,Oat Milk,75.0 kcal,5.61 g,3.52 g,5.35 g,4.51 g,0.44 g,3.15 g,nan g,89.0 mg
23890.0,Soy Milk,65.0 kcal,2.41 g,4.57 g,7.36 g,4.85 g,0.01 g,6.51 g,0.65 g,90.0 mg
23891.0,Soy Milk,79.0 kcal,5.53 g,4.24 g,9.94 g,2.51 g,0.62 g,5.93 g,0.94 g,93.0 mg
23892.0,Soy Milk,66.0 kcal,1.76 g,2.53 g,7.05 g,8.49 g,0.48 g,5.54 g,0.25 g,134.0 mg
23893.0,2% Milk,62.0 kcal,1.25 g,nan g,9.41 g,5.42 g,0.31 g,5.46 g,0.72 g,92.0 mg
23894.0,Coconut Milk,56.0 kcal,7.35 g,0.6 g,9.06 g,4.41 g,0.68 g,7.11 g,0.16 g,149.0 mg
23895.0,Skim Milk,67.0 kcal,7.86 g,1.43 g,nan g,1.78 g,0.24 g,1.68 g,0.91 g,133.0 mg
23896.0,2% Milk,76.0 kcal,3.69 g,1.56 g,6.32 g,9.79 g,0.87 g,5.81 g,0.93 g,125.0 mg
23897.0,Whole Milk,54.0 kcal,5.67 g,nan g,10.57 g,7.06 g,0.16 g,4.98 g,0.8 g,99.0 mg
23898.0,Skim Milk,46.0 kcal,2.36 g,nan g,6.92 g,2.03 g,0.46 g,1.96 g,0.92 g,nan mg
23899.0,Oat Milk,63.0 kcal,5.89 g,2.35 g,3.11 g,9.14 g,0.11 g,2.82 g,0.5 g,107.0 mg
23900.0,Whole Milk,60.0 kcal,nan g,3.59 g,10.61 g,5.97 g,0.25 g,nan g,0.71 g,106.0 mg
23901.0,Soy Milk,58.0 kcal,2.69 g,1.82 g,2.18 g,6.98 g,0.0 g,3.73 g,0.57 g,147.0 mg
23902.0,Skim Milk,72.0 kcal,6.02 g,0.58 g,1.88 g,9.51 g,0.59 g,1.63 g,0.47 g,145.0 mg
23903.0,Almond Milk,64.0 kcal,1.83 g,2.89 g,5.4 g,7.49 g,0.07 g,6.71 g,0.43 g,88.0 mg
23904.0,Cashew Milk,75.0 kcal,nan g,3.05 g,11.1 g,4.82 g,0.06 g,2.78 g,0.26 g,95.0 mg
23905.0,2% Milk,57.0 kcal,7.52 g,nan g,6.86 g,2.57 g,0.36 g,4.81 g,0.52 g,146.0 mg
23906.0,Coconut Milk,40.0 kcal,7.89 g,4.53 g,9.16 g,3.78 g,0.25 g,7.58 g,0.87 g,98.0 mg
23907.0,Whole Milk,62.0 kcal,1.81 g,3.41 g,11.92 g,5.33 g,0.64 g,3.46 g,0.15 g,144.0 mg
23908.0,Cashew Milk,49.0 kcal,1.39 g,4.64 g,11.82 g,3.62 g,0.08 g,5.28 g,0.48 g,132.0 mg
,Skim Milk,48.0 kcal,7.23 g,nan g,10.14 g,1.39 g,0.36 g,6.5 g,0.53 g,143.0 mg
23910.0,Soy Milk,58.0 kcal,6.13 g,1.05 g,2.91 g,nan g,0.13 g,4.15 g,0.93 g,97.0 mg
23911.0,Almond Milk,65.0 kcal,4.73 g,4.28 g,4.85 g,3.15 g,0.65 g,4.37 g,0.9 g,127.0 mg
,Whole Milk,59.0 kcal,7.66 g,nan g,11.17 g,4.79 g,0.47 g,1.02 g,0.56 g,132.0 mg
23913.0,2% Milk,74.0 kcal,2.29 g,nan g,6.89 g,9.36 g,0.65 g,5.62 g,0.82 g,136.0 mg
,Skim Milk,45.0 kcal,3.27 g,3.58 g,nan g,8.37 g,0.18 g,1.87 g,0.43 g,145.0 mg
23915.0,,49.0 kcal,6.06 g,1.71 g,1.01 g,3.91 g,0.68 g,1.22 g,0.95 g,104.0 mg
23916.0,2% Milk,nan kcal,2.65 g,4.43 g,11.5 g,7.2 g,0.93 g,5.27 g,0.08 g,122.0 mg
23917.0,Oat Milk,79.0 kcal,3.85 g,4.69 g,nan g,2.71 g,nan g,4.88 g,0.8 g,nan mg
,Oat Milk,62.0 kcal,nan g,1.48 g,3.41 g,nan g,0.32 g,5.88 g,0.62 g,120.0 mg
23919.0,Whole Milk,67.0 kcal,6.91 g,1.39 g,1.86 g,nan g,0.2 g,1.54 g,0.1 g,139.0 mg
23920.0,Almond Milk,40.0 kcal,4.54 g,0.76 g,8.99 g,1.15 g,0.96 g,3.61 g,0.78 g,111.0 mg
23921.0,Whole Milk,53.0 kcal,3.58 g,3.42 g,10.12 g,5.21 g,nan g,4.25 g,nan g,nan mg
23922.0,Coconut Milk,75.0 kcal,6.17 g,nan g,10.28 g,9.76 g,0.87 g,5.2 g,0.04 g,116.0 mg
23923.0,Skim Milk,51.0 kcal,2.2 g,3.21 g,5.93 g,7.08 g,nan g,6.58 g,0.68 g,126.0 mg
23924.0,Soy Milk,nan kcal,2.09 g,nan g,9.83 g,nan g,0.48 g,7.25 g,0.44 g,83.0 mg
23925.0,Whole Milk,63.0 kcal,4.21 g,3.03 g,7.42 g,7.16 g,0.37 g,1.97 g,0.97 g,91.0 mg
23926.0,Almond Milk,54.0 kcal,4.42 g,1.13 g,9.62 g,nan g,0.3 g,6.89 g,0.12 g,122.0 mg
23927.0,Soy Milk,nan kcal,5.8 g,0.99 g,4.48 g,5.24 g,0.58 g,6.94 g,0.67 g,135.0 mg
23928.0,,58.0 kcal,4.92 g,4.85 g,11.05 g,3.28 g,0.87 g,1.91 g,nan g,92.0 mg
23929.0,Soy Milk,56.0 kcal,nan g,3.77 g,8.88 g,nan g,nan g,7.81 g,0.72 g,149.0 mg
23930.0,Oat Milk,60.0 kcal,3.01 g,3.15 g,5.07 g,0.51 g,0.7 g,2.31 g,0.74 g,106.0 mg
,Cashew Milk,59.0 kcal,6.5 g,1.69 g,9.05 g,7.08 g,0.14 g,1.8 g,0.62 g,133.0 mg
23932.0,Whole Milk,50.0 kcal,nan g,nan g,9.61 g,8.38 g,0.44 g,3.66 g,0.63 g,110.0 mg
23933.0,Skim Milk,76.0 kcal,6.7 g,nan g,7.99 g,3.44 g,0.29 g,4.09 g,0.83 g,143.0 mg
23934.0,Coconut Milk,62.0 kcal,2.62 g,2.09 g,4.68 g,6.37 g,0.03 g,7.39 g,0.78 g,119.0 mg
23935.0,Almond Milk,45.0 kcal,1.77 g,2.28 g,6.14 g,nan g,0.61 g,7.47 g,0.28 g,80.0 mg
23936.0,,42.0 kcal,6.43 g,2.39 g,1.92 g,7.68 g,0.04 g,4.33 g,nan g,115.0 mg
23937.0,Coconut Milk,77.0 kcal,7.89 g,0.17 g,4.87 g,0.78 g,0.16 g,2.25 g,1.0 g,111.0 mg
23938.0,,65.0 kcal,4.08 g,3.78 g,11.12 g,4.93 g,0.61 g,3.75 g,nan g,82.0 mg
23939.0,2% Milk,65.0 kcal,7.2 g,1.45 g,9.62 g,3.85 g,0.25 g,2.39 g,0.86 g,140.0 mg
23940.0,Skim Milk,57.0 kcal,6.23 g,nan g,4.66 g,0.89 g,0.08 g,4.74 g,0.94 g,107.0 mg
23941.0,Almond Milk,63.0 kcal,5.44 g,1.19 g,2.09 g,5.8 g,0.29 g,nan g,0.47 g,145.0 mg
23942.0,Oat Milk,72.0 kcal,4.1 g,2.35 g,nan g,5.2 g,0.79 g,5.58 g,0.76 g,139.0 mg
23943.0,Cashew Milk,63.0 kcal,1.31 g,3.54 g,4.44 g,6.21 g,0.39 g,nan g,0.84 g,118.0 mg
23944.0,Almond Milk,56.0 kcal,7.18 g,2.07 g,5.29 g,4.7 g,0.72 g,6.48 g,0.81 g,106.0 mg
23945.0,Cashew Milk,nan kcal,0.7 g,nan g,nan g,4.86 g,0.13 g,nan g,0.92 g,141.0 mg
23946.0,Skim Milk,74.0 kcal,3.95 g,1.26 g,4.62 g,5.62 g,0.56 g,6.47 g,0.56 g,143.0 mg
23947.0,Whole Milk,76.0 kcal,7.37 g,3.94 g,9.44 g,4.82 g,0.58 g,5.68 g,0.01 g,131.0 mg
23948.0,,46.0 kcal,5.01 g,4.82 g,1.94 g,7.67 g,nan g,7.74 g,0.46 g,93.0 mg
23949.0,Whole Milk,43.0 kcal,2.98 g,3.02 g,8.3 g,9.98 g,0.53 g,3.15 g,0.64 g,98.0 mg
,Soy Milk,nan kcal,7.15 g,1.21 g,8.64 g,2.21 g,0.18 g,2.25 g,0.46 g,144.0 mg
23951.0,2% Milk,60.0 kcal,nan g,0.91 g,3.86 g,1.57 g,0.79 g,6.24 g,0.47 g,nan mg
23952.0,Whole Milk,78.0 kcal,nan g,1.79 g,nan g,nan g,0.51 g,6.83 g,0.58 g,111.0 mg
23953.0,Coconut Milk,80.0 kcal,nan g,3.47 g,nan g,5.5 g,nan g,2.19 g,0.55 g,134.0 mg
23954.0,Coconut Milk,41.0 kcal,nan g,1.35 g,11.13 g,3.01 g,0.35 g,6.47 g,0.34 g,113.0 mg
23955.0,2% Milk,67.0 kcal,3.39 g,0.68 g,11.88 g,3.58 g,0.8 g,5.91 g,0.41 g,94.0 mg
23956.0,Soy Milk,52.0 kcal,7.69 g,0.62 g,9.6 g,3.56 g,0.48 g,1.01 g,0.32 g,101.0 mg
23957.0,Oat Milk,46.0 kcal,1.48 g,2.24 g,9.43 g,nan g,0.11 g,2.72 g,nan g,95.0 mg
23958.0,Whole Milk,75.0 kcal,5.82 g,3.77 g,4.21 g,5.7 g,0.8 g,4.96 g,0.89 g,124.0 mg
23959.0,Cashew Milk,80.0 kcal,1.86 g,3.12 g,7.72 g,6.4 g,0.31 g,4.49 g,0.84 g,114.0 mg
,Skim Milk,53.0 kcal,4.1 g,4.98 g,5.17 g,4.57 g,0.91 g,7.61 g,0.61 g,88.0 mg
23961.0,Cashew Milk,64.0 kcal,4.51 g,2.58 g,2.24 g,7.53 g,1.0 g,1.37 g,0.01 g,nan mg
23962.0,,77.0 kcal,6.75 g,3.17 g,nan g,7.26 g,nan g,3.17 g,0.17 g,122.0 mg
,,67.0 kcal,4.04 g,2.19 g,11.96 g,9.79 g,0.95 g,6.72 g,0.32 g,103.0 mg
23964.0,,71.0 kcal,nan g,nan g,2.06 g,nan g,0.96 g,3.8 g,0.39 g,nan mg
23965.0,Oat Milk,nan kcal,3.5 g,0.92 g,6.58 g,7.07 g,0.6 g,2.24 g,0.73 g,105.0 mg
23966.0,Whole Milk,nan kcal,5.22 g,1.82 g,8.85 g,4.28 g,nan g,6.09 g,0.16 g,140.0 mg
23967.0,Oat Milk,54.0 kcal,nan g,3.45 g,3.21 g,5.5 g,0.08 g,4.13 g,nan g,110.0 mg
23968.0,Soy Milk,41.0 kcal,1.83 g,0.59 g,11.62 g,4.3 g,0.2 g,4.66 g,0.53 g,119.0 mg
23969.0,Cashew Milk,47.0 kcal,4.04 g,2.92 g,9.83 g,4.97 g,0.75 g,1.51 g,0.82 g,121.0 mg
23970.0,,53.0 kcal,6.4 g,4.34 g,4.99 g,1.86 g,0.36 g,1.31 g,0.1 g,101.0 mg
23971.0,Whole Milk,59.0 kcal,3.63 g,1.54 g,11.62 g,4.74 g,0.03 g,7.19 g,0.45 g,82.0 mg
,Whole Milk,49.0 kcal,2.64 g,nan g,10.52 g,7.4 g,0.64 g,1.58 g,0.02 g,130.0 mg
23973.0,Skim Milk,52.0 kcal,nan g,2.27 g,7.71 g,2.64 g,0.62 g,2.37 g,0.37 g,95.0 mg
23974.0,Almond Milk,nan kcal,4.35 g,3.33 g,nan g,0.72 g,0.81 g,3.89 g,0.87 g,nan mg
23975.0,Coconut Milk,71.0 kcal,3.77 g,2.65 g,10.77 g,6.8 g,0.62 g,5.67 g,0.28 g,137.0 mg
23976.0,2% Milk,59.0 kcal,3.46 g,0.42 g,4.89 g,4.82 g,0.2 g,3.99 g,0.92 g,100.0 mg
23977.0,Whole Milk,nan kcal,6.44 g,0.33 g,4.87 g,2.5 g,0.14 g,4.64 g,0.21 g,nan mg
23978.0,Whole Milk,68.0 kcal,6.85 g,3.82 g,4.93 g,nan g,0.79 g,5.48 g,0.12 g,117.0 mg
23979.0,Cashew Milk,64.0 kcal,5.71 g,3.22 g,7.21 g,9.69 g,0.44 g,6.1 g,0.98 g,146.0 mg
23980.0,Cashew Milk,54.0 kcal,5.57 g,1.1 g,7.42 g,9.31 g,0.17 g,6.71 g,0.29 g,92.0 mg
23981.0,2% Milk,nan kcal,7.11 g,nan g,1.19 g,2.32 g,0.71 g,6.24 g,0.17 g,85.0 mg
23982.0,,73.0 kcal,2.79 g,3.06 g,1.24 g,5.5 g,0.9 g,7.73 g,0.17 g,98.0 mg
23983.0,Whole Milk,59.0 kcal,3.96 g,nan g,8.59 g,9.87 g,0.16 g,5.8 g,0.75 g,84.0 mg
23984.0,Soy Milk,74.0 kcal,5.48 g,3.09 g,8.12 g,4.94 g,0.47 g,4.71 g,nan g,119.0 mg
23985.0,Almond Milk,45.0 kcal,7.38 g,3.32 g,4.44 g,3.25 g,0.15 g,5.8 g,0.8 g,141.0 mg
23986.0,,67.0 kcal,nan g,3.34 g,8.68 g,8.41 g,0.76 g,6.66 g,0.47 g,87.0 mg
,Whole Milk,51.0 kcal,5.63 g,0.38 g,1.99 g,6.87 g,0.82 g,6.45 g,0.77 g,137.0 mg
23988.0,Oat Milk,78.0 kcal,4.06 g,1.64 g,7.75 g,6.88 g,0.12 g,3.56 g,0.88 g,87.0 mg
,Whole Milk,59.0 kcal,7.56 g,1.22 g,nan g,8.84 g,0.92 g,1.57 g,0.61 g,103.0 mg
23990.0,Whole Milk,57.0 kcal,7.69 g,nan g,4.02 g,4.65 g,nan g,3.62 g,0.79 g,136.0 mg
23991.0,Whole Milk,41.0 kcal,6.2 g,2.31 g,6.3 g,3.59 g,0.33 g,7.75 g,0.37 g,137.0 mg
23992.0,,62.0 kcal,nan g,0.57 g,1.32 g,5.96 g,0.73 g,1.72 g,0.02 g,141.0 mg
23993.0,2% Milk,54.0 kcal,5.31 g,3.63 g,5.37 g,2.25 g,nan g,1.93 g,0.55 g,90.0 mg
23994.0,Soy Milk,nan kcal,nan g,4.2 g,2.81 g,1.9 g,0.88 g,7.22 g,0.44 g,118.0 mg
23995.0,Cashew Milk,66.0 kcal,4.58 g,0.52 g,7.93 g,7.64 g,0.6 g,1.84 g,0.19 g,93.0 mg
,2% Milk,nan kcal,0.96 g,4.24 g,8.51 g,0.99 g,0.7 g,1.45 g,0.04 g,134.0 mg
23997.0,2% Milk,63.0 kcal,5.84 g,4.12 g,2.9 g,9.4 g,0.67 g,7.1 g,0.43 g,131.0 mg
23998.0,,53.0 kcal,1.15 g,1.17 g,4.33 g,7.32 g,0.77 g,6.13 g,0.07 g,141.0 mg
,Coconut Milk,67.0 kcal,7.63 g,3.03 g,4.04 g,5.08 g,0.82 g,6.55 g,0.34 g,134.0 mg
24000.0,Oat Milk,72.0 kcal,6.03 g,2.14 g,3.87 g,8.2 g,0.24 g,nan g,0.73 g,140.0 mg
24001.0,Whole Milk,71.0 kcal,7.1 g,4.27 g,9.0 g,nan g,0.54 g,4.72 g,0.97 g,140.0 mg
24002.0,Coconut Milk,78.0 kcal,2.42 g,0.31 g,8.29 g,2.98 g,0.41 g,6.69 g,0.87 g,107.0 mg
,Whole Milk,47.0 kcal,7.25 g,1.75 g,11.01 g,3.42 g,0.61 g,7.9 g,nan g,123.0 mg
24004.0,Soy Milk,61.0 kcal,3.83 g,nan g,nan g,3.73 g,0.51 g,2.72 g,0.01 g,81.0 mg
24005.0,2% Milk,76.0 kcal,4.18 g,0.95 g,2.19 g,nan g,0.86 g,5.52 g,0.27 g,129.0 mg
24006.0,2% Milk,45.0 kcal,nan g,0.92 g,4.35 g,7.31 g,0.34 g,5.42 g,0.06 g,113.0 mg
,Skim Milk,77.0 kcal,2.34 g,nan g,5.0 g,3.02 g,0.33 g,6.87 g,0.38 g,85.0 mg
24008.0,Almond Milk,51.0 kcal,nan g,2.1 g,6.41 g,6.46 g,0.4 g,6.89 g,0.97 g,127.0 mg
24009.0,Oat Milk,65.0 kcal,6.12 g,nan g,3.89 g,nan g,0.21 g,7.32 g,0.86 g,147.0 mg
,Skim Milk,69.0 kcal,1.43 g,1.35 g,7.31 g,0.74 g,nan g,4.7 g,0.91 g,140.0 mg
24011.0,Soy Milk,nan kcal,6.22 g,0.2 g,7.56 g,1.06 g,0.19 g,5.94 g,nan g,111.0 mg
24012.0,2% Milk,74.0 kcal,7.58 g,3.44 g,6.61 g,8.12 g,0.33 g,3.98 g,0.91 g,149.0 mg
24013.0,2% Milk,71.0 kcal,7.53 g,2.55 g,5.9 g,6.84 g,0.67 g,nan g,0.26 g,133.0 mg
24014.0,Cashew Milk,78.0 kcal,7.53 g,0.28 g,9.25 g,5.01 g,0.84 g,4.98 g,0.98 g,nan mg
24015.0,Coconut Milk,60.0 kcal,nan g,0.59 g,4.52 g,1.39 g,0.9 g,1.2 g,0.94 g,144.0 mg
24016.0,Almond Milk,52.0 kcal,5.4 g,3.16 g,2.65 g,4.23 g,0.29 g,3.95 g,0.41 g,118.0 mg
24017.0,Almond Milk,49.0 kcal,4.84 g,0.82 g,11.54 g,3.86 g,0.08 g,6.09 g,0.5 g,147.0 mg
24018.0,,nan kcal,7.88 g,0.11 g,8.57 g,nan g,0.96 g,6.65 g,0.42 g,107.0 mg
24019.0,Oat Milk,72.0 kcal,5.61 g,3.69 g,nan g,3.37 g,0.48 g,3.76 g,0.29 g,121.0 mg
24020.0,Almond Milk,40.0 kcal,5.81 g,3.42 g,11.46 g,8.3 g,0.15 g,6.2 g,1.0 g,132.0 mg
24021.0,Soy Milk,46.0 kcal,6.59 g,0.89 g,6.73 g,5.5 g,0.52 g,6.56 g,0.92 g,99.0 mg
24022.0,,67.0 kcal,5.51 g,1.45 g,nan g,5.95 g,0.52 g,2.45 g,0.28 g,95.0 mg
24023.0,Whole Milk,59.0 kcal,2.86 g,2.44 g,6.64 g,8.3 g,0.28 g,4.12 g,0.12 g,128.0 mg
24024.0,Oat Milk,74.0 kcal,3.59 g,4.84 g,9.24 g,1.67 g,nan g,3.09 g,0.02 g,90.0 mg
24025.0,Coconut Milk,75.0 kcal,2.93 g,4.1 g,6.69 g,1.68 g,0.13 g,2.6 g,0.45 g,nan mg
24026.0,Cashew Milk,77.0 kcal,6.2 g,1.93 g,11.28 g,3.59 g,0.11 g,2.1 g,0.47 g,nan mg
24027.0,Coconut Milk,72.0 kcal,2.06 g,4.22 g,11.69 g,6.95 g,0.94 g,3.29 g,0.6 g,145.0 mg
24028.0,Almond Milk,45.0 kcal,5.2 g,0.17 g,1.22 g,2.23 g,0.63 g,7.41 g,nan g,108.0 mg
24029.0,Whole Milk,67.0 kcal,7.38 g,3.36 g,6.67 g,8.3 g,0.67 g,7.87 g,0.38 g,134.0 mg
24030.0,Almond Milk,46.0 kcal,4.35 g,0.42 g,8.31 g,2.91 g,0.74 g,nan g,0.47 g,133.0 mg
24031.0,Skim Milk,63.0 kcal,0.89 g,4.57 g,4.09 g,6.89 g,0.76 g,2.17 g,0.18 g,105.0 mg
,Cashew Milk,72.0 kcal,5.78 g,0.24 g,6.67 g,9.38 g,0.39 g,3.78 g,0.68 g,86.0 mg
24033.0,Oat Milk,61.0 kcal,nan g,1.07 g,8.4 g,9.28 g,nan g,5.84 g,0.9 g,113.0 mg
24034.0,Oat Milk,80.0 kcal,7.94 g,4.05 g,1.61 g,3.65 g,nan g,3.71 g,0.24 g,129.0 mg
24035.0,Soy Milk,49.0 kcal,3.03 g,3.15 g,10.83 g,2.54 g,0.28 g,2.9 g,0.25 g,110.0 mg
24036.0,Coconut Milk,77.0 kcal,6.35 g,0.96 g,6.06 g,8.95 g,0.49 g,3.62 g,0.39 g,118.0 mg
24037.0,Oat Milk,42.0 kcal,4.37 g,2.05 g,5.67 g,3.4 g,0.13 g,6.8 g,nan g,130.0 mg
24038.0,Whole Milk,nan kcal,4.66 g,3.32 g,11.83 g,1.6 g,0.13 g,2.62 g,0.2 g,108.0 mg
24039.0,Whole Milk,75.0 kcal,2.74 g,0.89 g,5.77 g,6.74 g,0.22 g,3.75 g,0.93 g,112.0 mg
24040.0,2% Milk,44.0 kcal,3.86 g,2.14 g,10.66 g,2.04 g,0.34 g,7.45 g,0.81 g,105.0 mg
24041.0,Soy Milk,54.0 kcal,5.14 g,0.7 g,6.86 g,8.28 g,0.84 g,7.82 g,0.46 g,108.0 mg
24042.0,Oat Milk,62.0 kcal,2.98 g,2.37 g,10.11 g,8.8 g,0.88 g,3.9 g,0.42 g,83.0 mg
24043.0,Almond Milk,50.0 kcal,2.04 g,1.47 g,4.51 g,7.06 g,0.95 g,1.2 g,0.73 g,120.0 mg
24044.0,Soy Milk,78.0 kcal,0.67 g,nan g,10.43 g,6.59 g,0.93 g,7.13 g,0.78 g,121.0 mg
,Cashew Milk,54.0 kcal,5.7 g,nan g,5.97 g,1.62 g,0.81 g,3.4 g,0.52 g,103.0 mg
24046.0,2% Milk,55.0 kcal,3.0 g,4.71 g,7.32 g,2.14 g,0.12 g,4.34 g,0.12 g,106.0 mg
24047.0,Soy Milk,52.0 kcal,nan g,0.73 g,3.92 g,0.88 g,0.33 g,7.71 g,0.68 g,123.0 mg
24048.0,Cashew Milk,48.0 kcal,3.55 g,2.08 g,3.44 g,9.8 g,0.03 g,6.71 g,0.11 g,145.0 mg
24049.0,Almond Milk,40.0 kcal,4.46 g,nan g,10.24 g,4.69 g,0.22 g,2.64 g,0.08 g,134.0 mg
24050.0,Cashew Milk,61.0 kcal,7.68 g,0.66 g,9.91 g,4.98 g,0.89 g,5.06 g,0.23 g,103.0 mg
24051.0,Whole Milk,79.0 kcal,3.53 g,4.39 g,10.1 g,nan g,0.47 g,nan g,0.52 g,143.0 mg
24052.0,Skim Milk,55.0 kcal,3.17 g,4.2 g,7.58 g,9.25 g,0.7 g,1.37 g,0.77 g,146.0 mg
24053.0,Skim Milk,68.0 kcal,nan g,0.71 g,10.94 g,9.92 g,0.29 g,3.99 g,0.4 g,112.0 mg
24054.0,Whole Milk,nan kcal,1.46 g,2.15 g,7.54 g,1.88 g,0.74 g,2.16 g,0.87 g,136.0 mg
24055.0,Skim Milk,45.0 kcal,2.24 g,4.79 g,nan g,5.84 g,0.66 g,nan g,0.92 g,146.0 mg
24056.0,Coconut Milk,41.0 kcal,3.04 g,2.45 g,nan g,2.44 g,0.62 g,4.04 g,0.51 g,104.0 mg
24057.0,Cashew Milk,77.0 kcal,3.49 g,4.44 g,9.22 g,nan g,0.84 g,1.86 g,0.31 g,103.0 mg
24058.0,,69.0 kcal,7.97 g,2.71 g,8.13 g,4.56 g,0.55 g,2.82 g,0.79 g,119.0 mg
24059.0,Coconut Milk,43.0 kcal,7.01 g,3.43 g,11.51 g,4.55 g,0.95 g,6.08 g,0.17 g,141.0 mg
24060.0,Coconut Milk,55.0 kcal,4.66 g,2.52 g,11.66 g,7.27 g,0.08 g,6.88 g,nan g,87.0 mg
24061.0,Whole Milk,41.0 kcal,6.83 g,nan g,11.55 g,6.47 g,0.7 g,4.17 g,0.48 g,nan mg
24062.0,Whole Milk,42.0 kcal,2.38 g,0.8 g,9.05 g,5.34 g,0.63 g,5.85 g,0.86 g,100.0 mg
24063.0,2% Milk,60.0 kcal,4.81 g,4.03 g,5.57 g,8.0 g,0.19 g,5.97 g,nan g,129.0 mg
