Id,Product Name,Energy (kcal),Fat Content (g),Saturated Fat (g),Carbohydrates (g),Sugars (g),Fiber (g),Protein (g),Salt (g),Calcium (mg)
23044,Almond Milk,79,3.05,1.92,8.23,4.89,0.99,4.11,0.81,145
23045,Whole Milk,58,2.39,4.36,2.63,6.68,0.84,5.48,0.04,113
23046,Soy Milk,77,5.01,2.74,3.63,5.03,0.58,2.54,0.17,84
23047,Skim Milk,73,2.3,3.34,7.22,3.55,0.92,7.58,0.14,143
23048,Oat Milk,66,7.75,1.92,2.36,0.98,0.31,3.97,0.89,102
23049,Soy Milk,58,2.24,4.28,6.68,1.93,0.52,5.48,0.34,129
23050,Skim Milk,67,5.38,2.72,6.89,0.75,0.05,5.9,0.36,127
23051,Cashew Milk,78,6.54,1.38,9.17,6.06,0.26,6.76,0.4,106
23052,Coconut Milk,48,1.65,4.63,1.92,4.77,0.58,2.44,0.8,99
23053,2% Milk,57,5.93,2.42,6.97,8.72,0.08,2.98,0.51,138
23054,Almond Milk,69,3.46,0.51,8.55,1.42,0.72,7.54,0.39,110
23055,Coconut Milk,72,3.9,3.91,3.89,8.86,0.92,4.65,0.07,137
23056,Oat Milk,61,6.18,1.45,9.84,9.35,0.42,4.31,0.09,87
23057,2% Milk,44,4.93,2.51,6.89,9.5,0.55,4.33,0.55,136
23058,Almond Milk,73,0.88,3.76,5.17,6.04,0.51,5.57,0.14,144
23059,Cashew Milk,40,6.88,4.47,5.31,3.17,0.37,5.15,0.52,115
23060,Coconut Milk,42,2.3,2.16,2.37,2.03,0.62,1.73,0.54,123
23061,Coconut Milk,63,1.49,2.64,4.69,5.14,0.81,6.71,0.28,96
23062,Whole Milk,61,2.06,3.82,7.32,3.37,0.14,6.03,0.97,126
23063,Cashew Milk,50,1.71,1.7,11.34,3.04,0.11,1.27,0.37,92
23064,Skim Milk,48,2.03,0.56,7.59,4.93,0.36,4.42,0.91,97
23065,Coconut Milk,57,2.76,4.13,4.67,1.89,0.91,5.15,0.94,120
23066,2% Milk,80,2.66,4.52,2.64,7.63,0.34,2.34,0.31,114
23067,Soy Milk,65,5.81,1.1,11.81,7.36,0.08,5.73,0.24,96
23068,Oat Milk,63,4.55,3.6,4.04,3.72,0.56,7.19,0.21,128
23069,Cashew Milk,57,7.92,4.25,4.22,4.38,0.18,7.89,0.05,114
23070,Coconut Milk,63,2.73,2.82,8.91,0.77,0.69,6.43,0.96,92
23071,Soy Milk,47,5.15,2.6,11.11,8.67,0.69,1.92,0.38,83
23072,Whole Milk,54,6.16,2.63,8.99,2.8,0.31,1.64,0.03,86
23073,Almond Milk,54,7.15,3.41,11.97,6.57,0.23,3.79,0.75,133
23074,Almond Milk,43,6.26,2.41,8.32,9.45,0.81,6.11,0.14,92
23075,Skim Milk,69,2.16,2.05,5.24,1.13,0.51,5.51,0.02,138
23076,Oat Milk,69,2.88,1.05,3.62,7.76,0.04,3.64,0.2,122
23077,Coconut Milk,45,4.46,0.15,10.52,6.06,0.82,5.01,0.56,137
23078,2% Milk,49,1.38,1.68,6.66,3.38,0.37,1.86,0.57,107
23079,2% Milk,70,3.23,3.11,7.28,9.47,0.83,7.47,0.06,89
23080,Almond Milk,79,1.49,1.69,7.24,2.24,0.02,5.83,0.27,110
23081,Oat Milk,64,4.83,0.78,1.72,8.35,0.57,2.56,0.9,111
23082,Coconut Milk,68,6.93,4.85,4.49,3.34,0.48,2.6,0.63,124
23083,Soy Milk,78,2.27,1.48,5.54,3.59,0.03,1.66,0.49,99
23084,Coconut Milk,40,7.34,4.94,5.48,1.53,0.29,7.11,0.41,88
23085,Soy Milk,55,4.3,3.72,6.36,7.49,0.03,6.55,0.2,132
23086,Soy Milk,80,6.28,3.92,3.39,4.27,0.84,1.89,0.65,134
23087,Whole Milk,56,0.82,3.59,3.55,6.98,0.52,3.97,0.74,124
23088,Oat Milk,50,3.96,2.49,5.46,7.13,0.33,5.86,0.51,97
23089,Oat Milk,68,7.96,2.46,1.55,1.23,0.93,1.72,0.72,84
23090,Skim Milk,60,2.26,4.43,7.14,4.86,0.53,1.69,0.59,136
23091,Almond Milk,75,2.45,1.68,11.74,2.82,0.74,3.41,0.26,138
23092,Cashew Milk,67,2.82,3.61,7.06,7.27,0.96,4.02,0.12,123
23093,Coconut Milk,44,4.48,0.24,11.59,7.23,0.78,5.4,0.01,135
23094,Soy Milk,43,0.89,4.58,2.1,3.41,0.75,4.22,0.79,99
23095,Coconut Milk,50,7.75,0.19,6.78,5.5,0.61,2.65,0.08,109
23096,Skim Milk,76,3.28,0.82,1.86,4.3,0.89,2.49,0.95,144
23097,Cashew Milk,58,5.22,2.03,8.53,2.66,0.3,4.22,0.73,137
23098,Whole Milk,57,5.97,4.84,11.85,3.44,0.54,6.91,0.25,132
23099,Cashew Milk,75,1.41,3.49,3.91,5.12,0.65,7.75,0.53,135
23100,Whole Milk,51,6.85,3.54,10.51,3.16,0.32,6.73,0.85,100
23101,Soy Milk,52,0.56,0.61,2.62,1.19,0.52,6.08,0.71,135
23102,Whole Milk,79,6.12,3.2,5.78,9.98,0.21,3.45,0.95,134
23103,Oat Milk,41,7.38,0.48,9.15,3.92,0.88,7.2,0.62,94
23104,Cashew Milk,63,1.57,4.24,7.31,7.14,0.48,1.73,0.17,132
23105,Whole Milk,76,4.92,2.37,9.8,3.58,0.55,4.34,0.1,143
23106,Whole Milk,80,6.17,1.93,2.03,1.54,0.66,5.65,0.44,89
23107,Skim Milk,79,0.87,1.53,6.21,7.34,0.82,5.73,0.27,105
23108,Cashew Milk,48,6.2,0.9,9.54,8.15,0.69,7.85,0.62,106
23109,Oat Milk,52,3.29,4.2,11.39,8.37,0.55,4.0,0.9,133
23110,Almond Milk,49,6.64,1.17,5.98,3.42,0.11,5.57,0.56,147
23111,Whole Milk,77,2.11,0.62,7.94,5.81,0.72,2.94,0.7,105
23112,2% Milk,60,5.06,4.96,11.9,3.72,0.7,4.17,0.73,143
23113,Whole Milk,41,7.87,4.31,4.32,1.43,0.47,5.64,0.03,104
23114,Oat Milk,49,7.11,1.16,11.37,0.91,0.8,5.2,0.24,117
23115,Whole Milk,65,6.51,2.74,1.93,5.49,0.21,6.23,0.91,110
23116,Coconut Milk,75,7.42,1.04,9.21,4.28,0.07,1.76,0.55,86
23117,Cashew Milk,78,1.37,3.59,4.16,2.24,0.98,3.11,0.4,132
23118,Oat Milk,59,0.82,2.64,10.73,6.56,0.28,7.59,0.35,114
23119,Oat Milk,52,2.37,1.42,11.76,5.33,0.65,7.66,0.91,113
23120,2% Milk,79,7.33,3.19,4.77,4.19,0.1,1.05,0.72,148
23121,Oat Milk,40,0.85,0.36,9.35,5.18,0.56,2.96,0.17,127
23122,Almond Milk,59,6.23,0.14,1.01,5.3,0.25,4.03,0.6,143
23123,Oat Milk,79,4.26,0.99,11.65,0.84,0.85,6.52,0.71,97
23124,Soy Milk,53,4.35,2.42,10.65,9.54,0.81,7.82,0.81,91
23125,Cashew Milk,64,0.71,0.39,1.06,4.2,0.81,1.06,0.46,86
23126,Almond Milk,72,1.19,4.56,9.39,3.92,0.93,1.56,0.12,115
23127,Skim Milk,44,5.7,1.76,6.98,2.45,0.12,1.53,0.62,146
23128,Cashew Milk,56,2.47,2.95,4.41,9.25,0.02,2.35,0.58,150
23129,Soy Milk,47,5.11,4.6,3.5,7.78,0.65,6.43,0.79,136
23130,Whole Milk,70,4.83,4.47,5.01,6.85,0.98,4.02,0.18,149
23131,Soy Milk,46,4.64,4.63,1.91,5.79,0.85,7.44,0.48,82
23132,Skim Milk,54,6.87,2.36,1.58,3.95,0.16,2.05,0.85,141
23133,2% Milk,80,5.53,4.81,9.3,2.85,0.06,5.66,0.27,107
23134,Whole Milk,67,3.83,4.49,2.37,5.98,0.31,4.33,0.83,129
23135,Coconut Milk,46,7.72,0.26,6.97,2.4,0.34,2.01,0.3,126
23136,Cashew Milk,72,1.41,3.0,2.02,4.07,0.82,7.37,0.8,109
23137,Soy Milk,61,1.84,0.81,7.03,4.08,0.19,4.28,0.31,93
23138,Skim Milk,77,2.83,3.16,11.84,9.12,0.23,3.87,0.89,85
23139,Cashew Milk,71,7.45,1.14,7.54,6.78,0.14,2.76,0.26,116
23140,Oat Milk,45,3.08,2.49,3.54,3.18,0.67,5.97,1.0,87
23141,2% Milk,68,5.2,3.71,2.29,1.69,0.11,2.88,0.18,134
23142,Oat Milk,47,3.74,4.96,4.29,4.29,0.98,2.66,0.91,124
23143,Soy Milk,40,6.12,4.01,8.78,3.21,0.69,2.01,0.43,127
23144,Soy Milk,58,1.87,3.47,6.76,9.83,0.54,6.81,0.61,121
23145,Coconut Milk,41,2.46,1.29,7.04,6.05,0.7,6.0,0.48,147
23146,Oat Milk,76,3.54,3.4,2.97,7.59,0.05,2.28,0.47,144
23147,Almond Milk,62,7.01,4.95,4.33,5.36,0.7,1.3,0.69,121
23148,Soy Milk,60,4.6,4.43,4.29,1.47,0.86,4.44,0.99,141
23149,2% Milk,80,7.13,4.83,1.13,4.59,0.76,4.73,0.68,123
23150,Cashew Milk,69,2.95,4.69,5.95,1.82,0.41,5.5,0.74,133
23151,Oat Milk,73,2.76,0.35,2.13,2.6,0.19,6.24,0.28,128
23152,Skim Milk,74,5.92,0.72,2.89,4.76,0.25,6.94,0.42,85
23153,Coconut Milk,72,4.1,3.3,4.28,9.72,0.08,6.39,0.19,117
23154,Almond Milk,40,1.63,3.98,6.01,6.02,0.98,1.98,0.0,83
23155,Whole Milk,69,2.53,3.08,10.94,5.8,0.21,3.8,0.58,115
23156,Almond Milk,56,5.47,0.97,11.13,7.16,0.78,3.91,0.12,150
23157,Soy Milk,59,3.29,4.44,3.47,1.24,0.25,6.67,0.77,121
23158,Soy Milk,56,6.64,3.77,1.62,7.09,0.14,7.33,0.69,130
23159,Cashew Milk,68,5.41,4.12,10.22,5.12,0.94,4.08,0.3,118
23160,Cashew Milk,60,7.21,1.52,6.19,8.72,0.81,1.26,0.43,98
23161,Soy Milk,43,4.82,0.25,5.57,6.7,0.04,6.82,0.04,99
23162,Cashew Milk,61,5.83,4.17,3.53,8.14,0.38,6.19,0.79,106
23163,Cashew Milk,67,6.13,2.9,5.65,6.76,0.03,5.54,0.49,101
23164,Cashew Milk,71,6.54,2.88,4.56,7.65,0.28,1.24,0.98,108
23165,Oat Milk,53,6.68,0.54,9.32,7.24,0.21,2.42,0.51,130
23166,Skim Milk,79,5.29,0.52,3.54,3.91,0.03,4.66,0.53,123
23167,Coconut Milk,52,7.04,4.17,4.93,8.78,0.61,7.04,0.95,81
23168,2% Milk,61,2.7,3.53,11.61,6.02,0.33,5.53,0.25,108
23169,Almond Milk,41,5.84,0.65,11.88,1.4,0.72,2.3,0.46,107
23170,Skim Milk,46,5.45,2.98,1.96,8.83,0.84,2.24,0.03,103
23171,Whole Milk,52,3.37,1.23,8.55,2.78,0.54,5.85,0.94,107
23172,Almond Milk,52,2.95,4.97,10.92,8.68,0.7,1.36,0.43,113
23173,Soy Milk,61,5.47,4.78,6.85,0.72,0.37,2.42,0.65,142
23174,Whole Milk,48,5.5,4.33,8.54,5.15,0.59,5.78,0.9,147
23175,Almond Milk,72,4.38,2.49,8.44,6.56,0.3,3.37,0.1,139
23176,Cashew Milk,54,2.27,0.51,7.11,8.98,0.57,1.22,0.29,126
23177,Oat Milk,59,2.73,4.11,8.03,2.29,0.59,1.06,0.59,97
23178,Skim Milk,54,1.89,0.21,9.16,1.02,0.23,5.99,0.49,127
23179,2% Milk,43,4.04,0.16,4.16,5.67,0.79,1.23,0.08,105
23180,Oat Milk,47,6.6,3.42,9.57,4.92,0.03,6.65,0.66,98
23181,Almond Milk,61,6.51,2.21,10.96,5.07,0.71,6.56,0.72,147
23182,Whole Milk,79,4.0,4.35,10.59,3.72,0.9,5.29,0.78,131
23183,Almond Milk,69,5.71,0.71,11.04,8.87,0.77,6.35,0.38,96
23184,Cashew Milk,73,7.78,2.73,11.21,4.87,0.84,1.36,0.44,125
23185,Cashew Milk,41,4.75,3.9,9.06,3.6,0.46,6.37,0.26,95
23186,Cashew Milk,76,3.52,1.62,10.46,4.09,0.07,3.35,0.28,150
23187,Soy Milk,65,3.04,0.73,8.95,3.03,0.33,6.99,0.53,91
23188,2% Milk,69,5.76,4.45,11.63,0.8,0.64,7.7,0.22,137
23189,Oat Milk,42,5.64,4.74,5.54,1.12,0.5,1.48,0.2,119
23190,Soy Milk,54,7.13,2.89,3.28,5.55,0.32,5.19,0.45,134
23191,Coconut Milk,72,3.62,1.36,11.67,8.93,0.51,4.94,0.01,143
23192,Soy Milk,43,1.03,2.31,9.38,8.03,0.72,6.28,0.72,82
23193,Skim Milk,50,3.78,4.84,1.61,5.06,0.12,7.53,0.43,136
23194,Almond Milk,73,3.54,0.59,1.34,6.35,0.37,3.91,0.9,111
23195,2% Milk,49,7.42,3.4,2.46,9.36,0.15,3.24,0.07,102
23196,2% Milk,76,2.88,1.28,10.45,6.82,0.4,5.05,0.48,135
23197,Almond Milk,69,0.62,0.72,3.4,7.34,0.18,7.62,0.35,97
23198,Oat Milk,69,1.82,3.11,10.52,7.93,0.54,6.63,0.03,81
23199,Oat Milk,51,5.87,1.77,11.04,1.08,0.34,2.08,0.24,102
23200,Skim Milk,61,6.97,0.94,6.82,9.63,0.23,3.21,0.44,109
23201,Skim Milk,70,5.6,2.18,5.1,2.29,0.83,7.97,0.31,124
23202,Almond Milk,56,6.6,2.09,6.37,2.62,0.71,6.52,0.2,120
23203,Soy Milk,69,6.98,1.56,2.43,4.25,0.79,4.75,0.95,112
23204,Cashew Milk,70,6.68,0.77,8.32,5.24,0.86,4.58,0.38,106
23205,Oat Milk,52,1.89,1.02,11.52,9.56,0.92,1.85,0.49,117
23206,Oat Milk,43,1.44,2.8,8.82,7.19,0.34,6.87,0.83,90
23207,Cashew Milk,43,2.49,4.56,9.2,8.3,0.94,1.27,0.18,90
23208,Oat Milk,62,4.37,2.9,4.36,8.28,0.53,3.78,0.18,112
23209,Coconut Milk,47,3.71,0.32,1.64,2.63,0.62,5.45,0.94,112
23210,Whole Milk,72,4.17,3.83,4.45,1.2,0.36,2.68,0.16,94
23211,Oat Milk,66,6.98,4.18,10.57,7.64,0.04,1.39,0.13,98
23212,Cashew Milk,48,6.93,0.44,5.43,7.2,0.75,4.16,0.49,92
23213,Almond Milk,77,2.08,2.68,11.74,9.36,0.66,3.58,0.26,129
23214,Coconut Milk,79,6.09,4.24,8.07,6.05,0.95,4.87,0.68,95
23215,Coconut Milk,41,6.16,1.84,3.88,6.32,0.21,1.36,0.02,144
23216,Cashew Milk,70,0.82,1.87,7.58,7.98,0.97,2.47,0.77,136
23217,Almond Milk,64,7.77,2.04,5.34,8.26,0.89,6.78,0.97,110
23218,Coconut Milk,74,5.09,3.26,1.16,2.74,0.67,5.83,0.25,96
23219,Cashew Milk,65,1.38,4.15,6.18,1.62,0.8,6.98,0.36,117
23220,Coconut Milk,66,1.21,0.25,10.54,7.19,0.44,7.47,0.84,135
23221,Whole Milk,69,5.94,0.47,5.1,1.05,0.45,5.54,0.72,90
23222,Soy Milk,70,2.38,2.91,4.84,9.18,0.2,2.09,0.09,138
23223,2% Milk,63,5.1,3.28,1.26,3.75,0.02,1.92,0.36,114
23224,Coconut Milk,68,2.11,0.42,8.36,8.03,0.99,4.88,0.58,136
23225,Oat Milk,60,6.44,1.34,7.76,5.64,0.98,1.56,0.36,117
23226,Almond Milk,60,7.68,2.28,8.54,7.92,0.74,3.17,0.78,96
23227,2% Milk,62,0.68,3.64,7.65,3.94,0.85,1.43,0.33,123
23228,Skim Milk,75,1.54,0.25,5.56,2.2,0.92,2.05,0.88,134
23229,Soy Milk,73,3.69,1.32,10.68,0.65,0.91,7.81,0.77,104
23230,2% Milk,64,5.85,2.63,5.01,6.49,0.6,4.86,0.52,141
23231,Whole Milk,80,1.9,3.22,6.96,2.84,0.49,4.58,0.46,130
23232,Whole Milk,46,4.93,0.13,9.52,1.08,0.27,7.0,0.7,104
23233,2% Milk,75,4.52,4.37,4.01,2.67,0.89,2.54,0.89,97
23234,Coconut Milk,41,3.11,1.12,1.57,0.58,0.92,3.89,0.51,102
23235,Oat Milk,49,1.18,1.89,4.53,9.97,0.31,3.32,0.39,89
23236,Oat Milk,68,7.36,3.6,7.93,5.32,0.89,3.93,0.46,111
23237,Oat Milk,67,2.61,3.66,11.8,5.36,0.51,5.89,0.9,110
23238,Oat Milk,65,1.91,1.36,4.75,6.53,0.59,7.09,0.36,98
23239,Oat Milk,62,4.86,4.17,1.53,1.62,0.35,2.91,0.88,113
23240,Skim Milk,65,3.1,4.55,2.62,7.8,0.91,3.36,0.01,94
23241,Coconut Milk,63,2.84,4.22,11.33,8.69,0.1,4.55,0.61,82
23242,Cashew Milk,74,5.38,2.62,8.79,4.39,0.9,4.65,0.85,143
23243,2% Milk,52,4.7,2.29,8.53,1.91,0.41,4.76,0.69,110
23244,2% Milk,60,7.61,1.32,6.55,2.81,0.31,6.78,0.54,96
23245,Almond Milk,76,4.9,3.41,5.64,4.85,0.42,1.39,0.52,125
23246,Soy Milk,58,7.1,3.82,11.77,1.69,0.92,5.34,0.96,147
23247,Skim Milk,66,7.48,3.53,9.93,4.69,0.0,4.85,0.67,125
23248,Cashew Milk,74,1.91,1.39,6.46,7.91,0.97,1.67,0.55,91
23249,Coconut Milk,51,6.38,0.76,8.93,8.7,0.37,1.16,0.82,103
23250,Soy Milk,72,7.83,3.0,8.52,6.96,0.53,1.9,0.69,88
23251,Coconut Milk,40,0.67,1.9,2.96,3.08,0.05,4.05,0.46,91
23252,Soy Milk,80,4.54,1.57,3.69,5.09,0.56,6.78,0.79,113
23253,2% Milk,41,5.88,1.35,10.16,2.61,0.9,4.16,0.22,93
23254,Coconut Milk,66,4.73,1.85,7.75,6.31,0.1,2.29,0.31,88
23255,Cashew Milk,64,5.68,3.4,7.51,1.29,0.81,4.57,0.87,82
23256,Soy Milk,62,1.94,4.7,11.45,9.71,0.27,6.94,0.9,150
23257,Skim Milk,62,0.74,4.43,1.43,6.21,0.27,1.1,0.66,111
23258,Cashew Milk,69,2.33,1.25,6.17,9.07,0.64,8.0,0.73,135
23259,Coconut Milk,51,5.42,1.81,8.02,7.02,0.08,2.47,0.49,98
23260,Cashew Milk,70,5.09,0.15,8.7,3.42,0.4,3.14,0.39,109
23261,2% Milk,70,7.08,1.32,11.4,5.46,0.76,7.92,0.95,137
23262,Oat Milk,46,6.86,1.58,7.94,5.99,0.17,6.66,0.41,137
23263,Cashew Milk,57,2.74,4.53,10.6,6.42,0.0,2.17,0.92,145
23264,Soy Milk,78,0.6,1.77,10.47,4.21,0.02,2.6,0.66,143
23265,Almond Milk,63,5.85,2.67,11.47,7.45,0.26,5.77,0.1,136
23266,Almond Milk,46,1.48,2.06,8.48,4.48,0.58,6.79,0.02,114
23267,Skim Milk,51,7.65,3.83,5.38,1.1,0.26,2.87,0.6,119
23268,Soy Milk,43,2.45,1.81,1.29,7.58,0.81,4.55,0.72,93
23269,Oat Milk,71,2.04,0.32,6.24,8.72,0.75,3.77,0.46,87
23270,Coconut Milk,48,4.19,0.12,5.65,4.2,0.54,7.07,0.23,136
23271,Oat Milk,44,4.45,4.34,7.93,6.47,0.3,1.79,0.91,143
23272,Cashew Milk,62,4.08,4.41,6.87,8.32,0.74,3.65,0.01,118
23273,Soy Milk,44,7.32,4.37,5.51,2.9,0.74,7.17,0.61,106
23274,Almond Milk,64,2.58,1.03,4.29,1.46,0.56,2.71,0.95,99
23275,Soy Milk,48,7.51,3.68,4.38,3.04,0.2,2.37,0.3,99
23276,Cashew Milk,50,1.63,2.28,1.76,2.37,0.86,4.28,0.5,109
23277,Soy Milk,64,3.52,1.58,5.94,6.27,0.66,7.42,0.95,139
23278,Oat Milk,75,5.58,1.4,11.97,6.06,0.71,7.94,0.66,86
23279,2% Milk,75,3.09,4.19,3.34,6.67,0.83,3.42,0.29,93
23280,Skim Milk,68,5.67,0.29,3.37,3.52,0.8,6.62,0.5,130
23281,Coconut Milk,49,7.47,1.54,9.11,6.62,0.57,5.48,0.77,101
23282,Oat Milk,47,7.36,0.67,11.6,9.69,0.13,2.76,0.03,90
23283,Skim Milk,69,1.95,2.28,2.87,4.18,0.61,7.59,0.07,149
23284,Skim Milk,47,1.71,2.15,9.82,6.07,0.3,7.03,0.14,80
23285,Soy Milk,63,7.92,2.69,3.43,4.38,0.51,2.98,0.75,143
23286,Oat Milk,68,6.02,3.87,10.1,1.27,0.86,4.48,0.96,150
23287,Cashew Milk,71,4.38,1.58,3.82,9.11,0.25,7.68,0.67,80
23288,Oat Milk,65,2.4,3.53,5.3,6.93,0.26,3.37,0.37,135
23289,Cashew Milk,62,1.48,0.54,11.07,9.24,0.7,3.23,0.54,119
23290,Skim Milk,73,3.77,1.84,7.29,4.81,0.98,6.9,0.78,109
23291,Cashew Milk,74,3.35,3.86,3.56,5.41,0.75,4.03,0.75,138
23292,Whole Milk,40,3.21,2.33,10.73,7.56,0.38,6.21,0.62,107
23293,Cashew Milk,68,5.78,2.11,7.05,2.79,0.61,6.3,0.44,147
23294,Soy Milk,53,0.79,3.49,1.28,2.06,0.78,4.11,0.99,108
23295,Oat Milk,67,7.05,4.44,6.45,0.54,0.87,4.81,0.6,139
23296,2% Milk,77,1.3,1.74,6.83,2.51,0.93,4.4,0.91,143
23297,Oat Milk,43,5.4,1.91,3.74,4.04,0.68,6.0,0.07,113
23298,Soy Milk,49,1.23,1.95,9.18,3.06,0.22,2.45,0.24,106
23299,Coconut Milk,49,0.67,4.03,4.14,3.42,0.67,4.36,0.42,89
23300,Skim Milk,73,4.65,3.39,6.49,9.39,0.67,6.49,0.19,147
23301,Cashew Milk,55,7.51,3.89,6.59,6.05,0.33,1.12,0.56,143
23302,Skim Milk,50,1.45,2.53,5.89,4.06,0.04,5.5,0.28,109
23303,Skim Milk,41,6.69,1.11,1.05,3.46,0.6,7.43,0.32,135
23304,Almond Milk,63,6.22,2.5,1.57,3.27,0.8,2.68,0.95,149
23305,Almond Milk,40,5.33,2.67,4.8,6.07,0.57,1.75,0.25,103
23306,Almond Milk,43,0.99,4.33,7.49,8.24,0.79,6.54,0.17,88
23307,Oat Milk,80,0.8,0.62,5.97,2.53,0.45,6.19,0.32,132
23308,Whole Milk,58,7.05,1.64,1.38,2.68,0.62,5.85,0.85,123
23309,Whole Milk,79,2.29,2.06,6.93,4.19,0.11,6.69,0.29,133
23310,Soy Milk,46,1.45,0.9,2.09,6.58,0.76,3.9,0.66,142
23311,Soy Milk,49,5.56,0.44,4.45,9.04,0.56,2.6,0.27,92
23312,Skim Milk,76,7.48,0.61,3.52,2.84,0.95,5.67,0.31,99
23313,Cashew Milk,60,3.71,1.25,6.25,4.27,0.54,3.0,0.93,85
23314,Coconut Milk,53,6.84,0.46,8.94,2.77,0.65,5.3,0.21,146
23315,Soy Milk,67,2.04,3.78,9.48,6.51,0.37,2.14,0.43,107
23316,Whole Milk,64,2.29,0.11,9.18,0.71,0.9,6.83,0.45,99
23317,Almond Milk,68,4.03,4.75,11.17,1.19,0.93,7.13,0.23,102
23318,Whole Milk,45,5.5,4.69,10.02,1.04,0.23,4.97,0.29,114
23319,Soy Milk,45,4.38,1.34,9.77,9.95,0.12,5.04,0.07,90
23320,Soy Milk,74,2.38,0.98,8.68,8.4,0.92,7.91,0.95,142
23321,Soy Milk,48,5.95,3.57,9.84,3.41,0.4,5.47,0.2,108
23322,Soy Milk,57,7.96,0.15,6.02,3.6,0.61,1.33,0.76,121
23323,Cashew Milk,75,3.85,1.79,6.19,2.55,0.55,4.37,0.3,125
23324,Whole Milk,79,7.32,0.26,3.96,8.52,0.93,3.59,0.84,100
23325,Coconut Milk,67,0.96,3.73,7.26,3.9,0.45,6.22,0.0,125
23326,2% Milk,66,6.86,0.59,8.89,4.22,0.09,6.12,0.77,110
23327,Soy Milk,60,1.85,1.68,2.56,2.25,0.06,7.6,0.57,148
23328,Skim Milk,62,5.18,2.78,1.81,6.44,0.12,4.85,0.44,112
23329,Cashew Milk,71,6.53,2.16,7.71,5.65,0.65,4.98,0.87,95
23330,Skim Milk,53,1.74,3.27,9.21,1.48,0.46,5.89,0.02,85
23331,Cashew Milk,54,5.78,4.13,3.42,9.28,0.27,4.67,0.05,90
23332,Whole Milk,57,3.88,3.5,1.8,4.9,0.73,7.84,0.68,139
23333,Almond Milk,74,4.94,4.35,11.33,8.47,0.54,7.51,0.17,142
23334,Soy Milk,61,4.64,1.3,5.32,2.12,0.37,1.63,0.99,113
23335,Almond Milk,54,2.68,0.84,9.83,2.05,0.14,7.18,0.78,137
23336,Soy Milk,75,5.61,2.32,3.71,4.39,0.65,4.27,0.36,106
23337,Cashew Milk,60,4.1,1.46,1.6,5.55,0.34,7.63,0.85,136
23338,Coconut Milk,47,7.56,0.25,6.56,9.58,0.66,2.32,0.25,115
23339,2% Milk,75,6.01,1.71,1.26,1.81,0.68,1.86,0.14,82
23340,Coconut Milk,67,7.54,0.31,6.05,4.01,0.13,1.23,0.01,83
23341,Coconut Milk,43,3.96,0.17,5.0,4.23,0.95,1.97,0.94,111
23342,Skim Milk,64,3.19,0.63,4.51,9.98,0.15,7.8,0.3,88
23343,Cashew Milk,80,2.64,0.75,6.33,1.59,0.51,7.65,0.84,102
23344,Skim Milk,69,2.75,1.19,1.49,4.03,0.37,6.39,0.47,92
23345,Coconut Milk,53,2.14,1.23,3.98,1.76,0.38,5.05,0.42,124
23346,Whole Milk,41,6.91,2.39,1.92,1.47,0.34,4.87,0.5,116
23347,Cashew Milk,48,4.06,3.76,1.1,1.78,0.42,6.11,0.7,82
23348,Whole Milk,62,2.79,3.9,6.4,4.62,0.38,7.68,0.03,104
23349,Cashew Milk,57,4.14,2.7,2.58,4.68,0.12,3.01,0.81,137
23350,Coconut Milk,79,2.21,0.4,4.78,4.72,0.55,2.71,0.36,90
23351,2% Milk,75,4.89,0.28,2.28,3.39,0.93,3.64,0.55,134
23352,Whole Milk,73,5.6,4.66,9.75,3.93,0.59,7.86,0.16,109
23353,Coconut Milk,73,1.94,4.45,5.37,5.41,0.9,2.83,0.7,83
23354,Skim Milk,76,0.87,0.16,2.24,8.75,0.7,7.56,0.76,133
23355,Oat Milk,43,2.94,3.67,3.09,5.42,0.91,4.38,0.57,100
23356,Cashew Milk,45,3.92,3.62,9.37,3.11,0.44,3.03,0.33,115
23357,Oat Milk,44,3.75,1.14,1.49,4.23,0.52,2.39,0.4,95
23358,Skim Milk,69,7.7,1.11,9.26,5.16,0.37,1.28,0.55,99
23359,Almond Milk,51,4.04,0.56,2.7,9.83,0.14,1.35,0.92,137
23360,Almond Milk,78,7.57,1.26,8.25,1.13,0.91,3.09,0.65,143
23361,Oat Milk,60,1.36,2.05,9.46,7.55,0.31,6.87,0.87,93
23362,Almond Milk,57,6.77,4.78,6.25,9.59,0.62,7.81,0.56,91
23363,Almond Milk,66,3.94,4.31,5.69,1.52,0.16,5.54,0.77,149
23364,Cashew Milk,74,2.57,1.24,10.82,6.89,0.82,2.81,0.29,86
23365,Skim Milk,78,6.71,2.06,9.75,1.05,0.53,5.99,0.99,140
23366,Coconut Milk,47,6.44,0.97,7.73,7.5,0.38,3.38,0.42,147
23367,Almond Milk,41,3.13,1.9,6.33,8.71,0.01,3.15,0.21,146
23368,Soy Milk,74,6.82,0.34,11.02,8.96,0.92,4.03,0.53,104
23369,Skim Milk,67,4.91,4.25,2.06,2.6,0.83,2.32,0.14,126
23370,2% Milk,77,2.96,1.09,7.88,1.2,0.96,4.79,0.35,139
23371,Coconut Milk,72,4.68,3.66,4.37,4.09,0.61,6.13,0.97,123
23372,Almond Milk,43,6.83,1.52,1.52,9.03,0.75,4.79,0.41,147
