Id,Product Name,Energy (kcal),Total Fat (g),Saturated Fat (g),Carbohydrates (g),Sugars (g),Fiber (g),Protein (g),Salt (g),Calcium (mg)
22787,Almond Milk,53,1.48,4.07,4.67,3.05,0.26,3.24,0.13,104
22788,Whole Milk,69,3.97,0.4,3.2,7.5,0.08,1.08,0.62,115
22789,Whole Milk,70,2.37,0.96,7.29,6.1,0.4,7.72,0.21,106
22790,Whole Milk,45,2.05,3.5,10.99,5.18,0.16,2.96,0.43,97
22791,Oat Milk,64,3.8,1.27,7.86,1.58,0.57,4.96,0.18,116
22792,2% Milk,61,4.53,4.42,10.53,3.78,0.17,5.58,0.18,146
22793,Soy Milk,69,6.66,1.48,5.83,6.74,0.36,3.05,0.7,137
22794,2% Milk,65,0.52,1.29,7.06,5.09,0.61,2.28,0.27,80
22795,2% Milk,78,7.45,1.46,2.94,2.61,0.97,4.78,0.1,147
22796,Soy Milk,60,1.41,2.03,8.81,9.19,0.99,2.42,0.24,98
22797,Soy Milk,51,7.84,3.33,1.97,9.92,0.8,4.35,0.63,132
22798,Coconut Milk,46,5.5,2.02,6.65,2.59,0.69,6.65,0.63,97
22799,2% Milk,51,5.66,4.05,11.64,6.15,0.84,4.6,0.16,134
22800,Oat Milk,45,7.71,1.06,10.53,6.8,0.23,6.08,0.77,95
22801,Cashew Milk,41,4.23,4.35,8.94,3.54,0.66,1.73,0.77,145
22802,Whole Milk,67,2.46,1.29,3.8,8.71,0.04,6.7,0.39,138
22803,Whole Milk,71,2.49,3.48,7.93,8.31,0.07,3.67,0.5,115
22804,Coconut Milk,63,0.65,1.02,11.2,4.71,0.97,5.97,0.22,149
22805,Skim Milk,53,6.06,4.16,5.38,4.39,0.39,7.13,0.35,101
22806,Skim Milk,40,6.43,1.31,6.59,3.96,0.46,3.0,0.76,135
22807,Soy Milk,78,4.53,4.69,9.25,9.61,0.81,7.36,0.31,120
22808,Soy Milk,46,6.42,3.69,6.89,9.52,0.33,4.17,0.44,147
22809,Oat Milk,67,1.43,1.47,1.93,8.37,0.14,3.37,0.91,146
22810,Whole Milk,56,5.6,3.14,5.76,8.67,0.02,2.12,0.35,81
22811,Soy Milk,57,6.49,0.61,9.8,7.75,0.31,1.89,0.61,137
22812,Cashew Milk,48,7.57,0.42,10.55,8.57,0.73,7.42,0.93,148
22813,Whole Milk,53,2.12,0.42,9.83,4.01,0.73,5.53,0.81,143
22814,Almond Milk,65,6.96,3.47,8.39,6.13,0.32,2.94,0.71,98
22815,Oat Milk,54,5.85,1.89,10.35,8.73,0.58,7.81,0.92,117
22816,2% Milk,63,3.86,2.45,8.35,1.78,0.7,4.07,0.0,105
22817,Soy Milk,42,5.75,1.77,8.26,4.66,0.19,3.46,0.6,88
22818,Cashew Milk,68,3.92,2.93,2.29,6.5,0.98,6.54,0.62,142
22819,Cashew Milk,42,7.49,4.57,9.85,5.75,0.75,5.66,0.53,101
22820,Almond Milk,57,3.13,2.07,11.04,4.04,0.8,7.88,0.85,136
22821,Almond Milk,70,6.91,2.26,3.98,5.56,0.73,2.91,0.01,100
22822,Cashew Milk,47,3.57,0.91,2.66,8.4,0.87,4.61,0.7,149
22823,Whole Milk,47,0.82,1.57,11.61,9.06,0.5,7.28,0.25,119
22824,2% Milk,74,0.87,3.18,8.92,8.59,0.56,6.08,0.93,140
22825,Cashew Milk,45,5.08,2.01,3.96,4.68,0.95,7.43,0.29,108
22826,Cashew Milk,62,2.62,0.63,4.66,5.06,0.9,2.43,0.91,102
22827,Almond Milk,63,2.38,1.08,10.09,6.21,0.21,1.24,0.69,93
22828,Skim Milk,40,1.33,1.62,10.63,7.5,0.04,2.54,0.5,133
22829,Cashew Milk,42,6.43,2.23,6.99,1.79,0.06,5.36,0.01,97
22830,Skim Milk,63,0.54,4.02,7.07,3.93,0.88,2.7,0.49,142
22831,Soy Milk,66,7.21,3.02,4.95,2.08,0.07,5.34,0.6,93
22832,Soy Milk,78,3.73,4.17,11.6,2.71,0.9,6.04,0.51,85
22833,Coconut Milk,69,4.26,1.0,7.19,2.4,0.06,7.27,0.69,137
22834,Coconut Milk,48,2.85,3.42,8.5,9.52,0.04,5.04,0.03,124
22835,Cashew Milk,62,4.97,4.44,9.41,0.66,0.72,1.06,0.55,101
22836,2% Milk,43,5.04,3.24,6.91,7.52,0.16,1.11,0.74,102
22837,2% Milk,47,6.52,0.77,6.26,0.53,0.05,6.32,0.82,80
22838,Oat Milk,67,5.32,3.12,5.04,5.91,0.68,4.02,0.17,123
22839,Soy Milk,62,6.57,0.7,5.52,4.63,0.25,7.69,0.45,86
22840,Cashew Milk,45,6.46,3.86,1.1,9.56,0.95,6.75,0.24,81
22841,Whole Milk,56,1.1,4.16,4.02,4.5,0.5,5.0,0.72,118
22842,Skim Milk,72,1.61,2.19,10.8,7.24,0.89,5.85,0.5,98
22843,Whole Milk,64,0.93,3.08,11.8,3.72,0.29,5.28,0.39,126
22844,Oat Milk,58,5.84,0.69,6.43,5.75,0.74,5.52,0.61,93
22845,Cashew Milk,78,5.65,1.28,4.42,8.66,0.15,3.34,0.19,109
22846,Whole Milk,77,4.92,0.35,9.69,1.43,0.45,1.58,0.24,83
22847,Cashew Milk,50,2.63,1.05,7.73,9.67,0.62,5.19,0.84,94
22848,Soy Milk,62,3.64,0.35,4.67,6.69,0.31,7.39,0.1,85
22849,Whole Milk,40,3.55,4.35,2.61,3.22,0.75,3.33,0.44,143
22850,Skim Milk,48,6.42,3.62,10.41,5.44,0.98,7.44,0.83,102
22851,Almond Milk,67,4.75,3.71,9.86,2.61,0.83,6.12,0.35,105
22852,Oat Milk,74,7.02,1.18,3.6,6.5,0.7,1.33,0.35,86
22853,Whole Milk,76,3.97,0.68,1.32,0.77,0.19,3.75,0.0,135
22854,Cashew Milk,54,2.35,4.85,7.74,0.65,0.05,1.97,0.05,126
22855,Soy Milk,44,6.44,4.35,7.76,7.75,0.33,6.46,0.51,97
22856,Coconut Milk,58,1.36,1.97,6.79,6.32,0.14,5.76,0.73,134
22857,Cashew Milk,40,7.57,2.51,11.91,0.58,0.07,1.16,0.26,122
22858,Coconut Milk,52,1.06,4.61,1.69,1.22,0.65,4.87,0.36,104
22859,Coconut Milk,46,6.23,3.91,3.85,2.98,0.85,4.52,0.4,107
22860,Skim Milk,78,5.5,4.01,3.77,7.57,0.49,4.58,0.8,103
22861,Skim Milk,47,6.23,2.51,11.13,5.51,0.52,6.32,0.22,93
22862,Almond Milk,58,1.54,4.09,3.63,6.47,0.28,4.37,0.71,139
22863,Skim Milk,45,2.19,4.06,2.31,2.21,0.05,7.82,0.48,95
22864,Cashew Milk,59,5.77,1.65,4.95,5.98,0.67,5.59,0.68,115
22865,Skim Milk,57,3.81,2.88,10.69,7.77,0.03,3.43,0.45,127
22866,Oat Milk,53,4.43,1.24,6.91,7.63,0.17,1.93,0.88,86
22867,Cashew Milk,58,3.25,2.55,4.56,1.23,0.01,2.03,0.1,91
22868,Oat Milk,75,7.36,3.75,4.29,7.7,0.29,5.1,0.83,119
22869,Almond Milk,68,7.37,3.09,1.2,4.31,0.74,5.59,0.28,119
22870,Whole Milk,65,1.91,4.92,11.53,9.13,0.99,3.05,0.32,107
22871,Cashew Milk,72,4.5,3.94,5.2,6.5,0.57,2.5,0.98,92
22872,Almond Milk,68,3.53,4.69,11.09,5.06,0.17,6.91,0.83,122
22873,2% Milk,51,1.68,2.04,7.09,3.39,0.68,3.95,0.79,106
22874,Soy Milk,42,2.37,2.15,11.73,9.05,0.6,7.6,0.19,122
22875,Whole Milk,49,4.58,1.46,6.65,5.67,0.5,7.35,0.62,92
22876,Almond Milk,67,5.86,1.98,8.19,0.83,0.93,6.65,0.59,127
22877,Whole Milk,65,5.67,1.64,4.98,7.28,0.48,2.86,0.77,89
22878,Coconut Milk,43,0.78,0.22,8.54,4.46,0.88,7.92,0.17,150
22879,Oat Milk,55,0.83,0.17,4.28,8.29,0.14,6.27,0.92,104
22880,Coconut Milk,76,5.31,0.5,5.61,2.83,0.05,5.46,0.91,136
22881,2% Milk,68,0.91,0.39,5.35,3.76,0.63,4.54,0.82,87
22882,Soy Milk,80,7.18,3.44,1.85,2.24,0.14,1.42,0.16,145
22883,2% Milk,78,5.19,0.14,5.73,7.53,0.28,4.85,0.97,137
22884,Skim Milk,58,1.83,3.26,10.26,9.46,0.15,3.02,0.43,83
22885,Cashew Milk,52,4.46,4.66,6.67,6.64,0.44,5.45,0.28,121
22886,Coconut Milk,76,0.51,4.64,2.14,2.15,0.97,1.74,0.35,111
22887,Skim Milk,50,1.32,3.15,3.44,0.76,0.18,6.41,0.56,145
22888,Cashew Milk,67,5.83,3.6,9.1,6.74,0.64,5.33,0.93,123
22889,Whole Milk,50,1.23,3.87,8.39,2.37,0.86,6.08,0.08,95
22890,Skim Milk,58,7.42,1.99,10.92,6.53,0.06,4.24,0.93,84
22891,Coconut Milk,43,0.97,2.53,7.37,8.32,0.94,1.6,0.07,110
22892,Skim Milk,71,3.76,4.49,10.71,2.41,0.57,3.12,0.35,101
22893,Almond Milk,56,7.4,4.14,2.42,2.25,0.44,5.84,0.2,139
22894,Almond Milk,48,7.16,4.47,4.14,3.26,0.22,4.6,0.59,113
22895,Soy Milk,62,6.38,3.26,1.91,1.27,0.92,3.57,0.8,137
22896,Skim Milk,51,2.09,4.57,4.5,4.66,0.01,6.57,0.93,138
22897,Coconut Milk,48,5.39,2.71,1.21,4.28,0.7,3.29,0.77,115
22898,Almond Milk,60,4.09,3.27,8.1,8.39,0.3,6.46,0.79,117
22899,Coconut Milk,66,4.18,4.9,7.83,3.24,0.08,1.58,0.54,80
22900,Oat Milk,46,3.35,2.86,10.59,5.34,0.17,4.76,0.34,82
22901,2% Milk,55,0.97,0.2,9.58,9.17,0.42,2.98,0.26,99
22902,Oat Milk,57,5.04,3.78,10.97,8.35,0.71,6.58,0.7,91
22903,Whole Milk,72,1.25,0.2,4.28,4.02,0.3,2.53,0.78,122
22904,2% Milk,66,6.54,0.62,4.76,1.65,0.59,3.02,0.14,141
22905,Cashew Milk,54,4.59,1.61,6.77,7.04,0.68,7.34,0.82,148
22906,Oat Milk,60,2.42,2.25,8.77,8.68,0.23,3.68,0.62,80
22907,2% Milk,66,6.51,3.95,8.32,3.57,0.5,5.26,0.5,106
22908,2% Milk,53,5.32,4.75,5.97,7.45,0.75,4.17,0.18,112
22909,Soy Milk,59,3.5,1.39,5.12,1.56,0.59,4.42,0.8,97
22910,Skim Milk,43,7.16,2.56,9.51,8.45,0.08,3.85,0.87,105
22911,Soy Milk,61,7.09,4.13,1.27,1.1,0.67,6.98,0.92,88
22912,Skim Milk,41,6.69,2.18,8.82,4.89,0.17,3.5,0.08,109
22913,Oat Milk,65,7.0,4.76,7.33,2.17,0.16,7.56,0.71,86
22914,Skim Milk,80,7.0,0.63,6.49,1.42,0.14,1.42,0.27,134
22915,Coconut Milk,58,5.51,1.3,8.64,6.4,0.2,5.39,0.06,83
22916,Whole Milk,47,2.37,0.79,2.4,9.66,0.77,3.36,0.59,83
22917,Skim Milk,51,7.2,4.83,11.0,8.36,0.79,3.59,0.81,109
22918,Almond Milk,71,0.66,2.97,9.2,5.97,0.48,7.83,0.81,96
22919,2% Milk,51,4.07,0.41,3.57,8.83,0.21,6.88,0.18,102
22920,Cashew Milk,41,3.14,3.88,6.24,4.89,0.78,3.37,0.02,93
22921,Whole Milk,59,1.75,2.81,8.8,6.55,0.01,4.69,0.28,113
22922,Cashew Milk,56,1.3,0.19,5.88,0.87,0.07,1.51,0.09,101
22923,Oat Milk,43,6.88,0.2,3.12,7.18,0.44,7.43,0.21,115
22924,Oat Milk,75,5.83,0.15,8.84,2.27,0.62,6.9,0.59,83
22925,Skim Milk,64,5.54,1.38,11.88,1.82,0.41,1.85,0.58,112
22926,Oat Milk,48,6.58,2.07,5.48,1.18,0.58,7.08,0.25,130
22927,2% Milk,69,0.89,0.69,9.4,7.88,0.54,1.13,0.66,111
22928,Skim Milk,73,6.62,0.36,7.07,4.06,0.15,5.54,0.88,111
22929,Cashew Milk,66,6.37,2.03,8.7,0.58,0.3,6.15,0.74,114
22930,Oat Milk,42,5.7,1.23,11.38,5.04,0.38,3.24,0.11,103
22931,Skim Milk,75,4.57,4.53,9.69,9.24,0.86,2.52,0.68,128
22932,Almond Milk,45,4.25,0.77,8.38,5.23,0.37,5.24,0.44,103
22933,Coconut Milk,78,2.38,3.78,10.53,3.08,0.88,4.93,0.35,142
22934,Coconut Milk,56,5.29,4.99,6.07,1.79,0.5,6.09,0.31,115
22935,Oat Milk,59,0.67,3.06,5.76,3.17,0.69,6.75,0.4,137
22936,2% Milk,44,5.08,0.57,8.37,2.4,0.81,1.69,0.09,83
22937,Almond Milk,47,7.87,1.41,3.08,4.76,0.67,5.12,0.91,126
22938,Cashew Milk,67,2.26,0.36,4.81,7.73,0.94,5.47,1.0,137
22939,Soy Milk,46,3.79,4.39,10.68,1.85,0.45,2.97,0.61,101
22940,2% Milk,42,3.73,2.75,10.66,1.12,0.67,1.7,0.57,147
22941,Whole Milk,44,7.32,0.89,5.31,9.77,0.18,2.32,0.46,98
22942,Oat Milk,65,1.96,2.02,10.71,0.67,0.31,6.73,0.93,119
22943,Soy Milk,41,7.74,4.21,2.7,1.75,0.23,2.14,0.52,135
22944,Oat Milk,57,1.86,3.24,2.4,4.71,0.35,7.09,0.17,140
22945,Coconut Milk,48,7.75,4.7,2.75,1.09,0.53,1.31,0.03,110
22946,Oat Milk,55,7.01,3.06,8.32,4.23,0.45,7.6,0.59,148
22947,Oat Milk,40,4.07,0.61,6.13,6.72,0.51,5.66,0.06,120
22948,Cashew Milk,42,2.19,1.35,10.76,8.25,0.18,7.1,0.6,123
22949,Coconut Milk,65,1.77,0.95,7.12,9.84,0.24,7.68,0.6,89
22950,2% Milk,74,6.18,4.47,6.86,2.52,0.66,7.55,0.54,113
22951,Cashew Milk,41,5.87,2.34,8.33,6.53,0.75,7.81,0.54,143
22952,Coconut Milk,80,3.36,4.71,9.63,5.04,0.04,1.39,0.62,109
22953,2% Milk,55,2.22,1.0,10.51,6.2,0.46,2.66,0.67,121
22954,Skim Milk,40,4.51,0.31,5.8,7.01,0.76,4.61,0.01,120
22955,2% Milk,51,2.14,2.76,2.29,6.36,0.89,2.18,0.67,81
22956,2% Milk,49,4.06,2.85,9.6,6.58,0.65,1.96,0.5,142
22957,Cashew Milk,78,5.28,2.32,6.82,2.05,0.16,2.75,0.37,103
22958,Coconut Milk,56,2.03,1.15,11.94,5.83,0.39,3.2,0.32,85
22959,2% Milk,70,3.3,4.64,4.11,7.89,0.76,1.31,0.05,149
22960,Skim Milk,72,1.23,4.74,11.93,1.31,0.8,5.94,0.8,94
22961,2% Milk,63,3.36,2.79,4.35,7.27,0.13,5.78,0.08,133
22962,Whole Milk,40,7.28,4.21,8.42,6.04,0.91,1.82,0.69,109
22963,Coconut Milk,76,3.79,2.62,11.65,4.7,0.27,3.12,0.58,130
22964,2% Milk,77,4.43,1.13,3.22,3.12,0.81,6.85,0.82,142
22965,Coconut Milk,66,4.22,2.94,1.74,1.44,0.42,3.85,0.39,81
22966,Cashew Milk,61,2.73,0.35,2.37,5.27,0.4,2.4,0.28,146
22967,Oat Milk,67,2.99,0.77,2.96,3.27,0.68,2.95,0.94,140
22968,Almond Milk,72,2.4,4.54,1.79,2.96,0.89,4.76,0.26,94
22969,Soy Milk,56,4.45,3.51,6.35,7.59,0.21,4.25,0.41,105
22970,Soy Milk,76,6.26,2.96,4.6,9.7,0.68,1.94,0.55,94
22971,Coconut Milk,60,3.94,3.35,6.73,5.62,0.2,7.2,0.93,100
22972,Oat Milk,62,7.28,1.03,6.96,3.76,0.3,3.06,0.47,96
22973,Almond Milk,71,2.24,0.91,1.66,6.22,0.17,2.86,0.87,104
22974,Almond Milk,45,3.24,0.27,2.24,4.93,0.18,2.92,0.05,85
22975,Whole Milk,51,3.74,2.4,9.59,1.1,0.97,1.71,0.21,120
22976,Oat Milk,50,2.12,4.27,4.38,3.78,0.05,1.04,0.6,83
22977,2% Milk,79,3.58,1.22,6.82,7.18,0.01,4.09,0.45,139
22978,Soy Milk,60,3.69,4.64,10.94,2.63,0.75,5.07,0.04,148
22979,Almond Milk,60,3.12,0.69,9.42,9.35,0.65,7.15,0.66,126
22980,Skim Milk,62,0.92,4.75,4.24,2.91,0.21,7.79,0.71,91
22981,2% Milk,40,3.69,2.87,9.45,8.59,0.94,2.72,0.22,101
22982,Cashew Milk,45,6.8,0.7,1.37,7.52,0.98,6.98,0.96,103
22983,Soy Milk,45,4.42,3.99,10.14,1.76,0.57,6.37,0.69,139
22984,Skim Milk,46,6.25,1.3,6.51,8.79,0.49,2.72,0.97,114
22985,2% Milk,54,7.38,4.07,1.14,9.69,0.68,5.37,0.0,80
22986,Coconut Milk,74,2.73,1.19,5.72,5.53,0.19,5.49,0.43,137
22987,Soy Milk,65,6.34,1.52,9.81,3.74,0.0,1.41,0.94,141
22988,Coconut Milk,70,3.2,0.64,11.96,2.34,0.66,3.53,0.68,110
22989,Almond Milk,73,7.2,3.42,7.73,5.82,0.28,5.34,0.57,144
22990,Oat Milk,47,6.63,1.4,6.57,2.56,0.64,4.71,0.9,127
22991,Skim Milk,58,0.8,1.25,6.16,2.5,0.09,7.04,0.08,109
22992,Whole Milk,62,3.51,1.06,8.25,9.25,0.04,5.96,0.41,88
22993,Oat Milk,45,5.85,2.85,8.3,4.16,0.65,4.72,0.39,86
22994,Almond Milk,50,7.22,0.74,10.82,3.76,0.02,3.44,0.07,113
22995,2% Milk,68,3.1,2.76,5.41,8.17,0.03,2.76,0.62,97
22996,Skim Milk,80,4.33,1.47,1.65,0.92,0.26,7.54,0.21,132
22997,Skim Milk,44,1.4,2.32,1.41,6.4,0.58,5.4,0.56,147
22998,Almond Milk,43,2.22,3.65,1.76,4.38,0.14,2.97,0.63,114
22999,Almond Milk,65,4.77,4.08,6.66,6.34,0.8,5.25,0.74,104
23000,Almond Milk,63,5.12,3.38,4.71,6.65,0.84,4.18,0.41,120
23001,Coconut Milk,44,3.13,1.63,3.35,1.74,0.26,1.43,0.96,126
23002,Whole Milk,50,6.54,0.7,10.42,7.0,0.73,6.02,0.95,104
23003,Coconut Milk,47,2.59,2.13,11.75,6.87,0.56,1.97,0.44,96
23004,Oat Milk,79,4.12,0.5,10.81,6.51,0.24,4.34,0.93,137
23005,Oat Milk,48,2.24,3.81,8.15,4.11,0.77,1.17,0.32,102
23006,Cashew Milk,43,5.48,1.04,2.47,2.63,0.93,5.19,0.35,141
23007,Soy Milk,42,2.28,0.75,8.82,9.05,0.46,2.75,0.79,89
23008,Whole Milk,60,1.06,3.7,6.46,7.82,0.4,5.17,0.82,135
23009,Cashew Milk,53,5.06,4.95,4.61,6.2,0.76,5.95,0.1,150
23010,Cashew Milk,60,7.41,2.25,9.23,4.87,0.84,5.41,0.78,136
23011,Oat Milk,76,1.08,2.51,2.47,3.45,0.26,1.4,0.86,84
23012,Skim Milk,46,6.29,0.17,6.43,9.22,0.1,1.41,0.14,148
23013,Almond Milk,42,6.18,1.49,3.86,2.64,0.47,2.09,0.95,113
23014,Oat Milk,59,4.84,3.87,2.39,8.95,0.18,2.73,0.08,105
23015,Oat Milk,41,2.7,2.71,7.45,3.57,0.15,5.21,0.53,149
23016,Cashew Milk,61,2.4,0.4,5.42,7.29,0.98,2.92,0.24,82
23017,Whole Milk,79,2.22,4.66,1.71,2.33,0.97,2.47,0.14,132
23018,Soy Milk,44,1.92,0.65,4.21,6.55,0.15,2.93,0.23,91
23019,Cashew Milk,77,4.81,3.03,1.05,9.65,0.67,4.58,0.2,111
23020,Whole Milk,47,1.21,4.74,6.19,4.9,0.99,2.13,0.08,85
23021,Almond Milk,49,4.91,1.56,8.91,1.8,0.12,2.67,0.96,136
23022,Coconut Milk,77,2.76,4.88,5.25,5.08,0.95,4.2,0.14,86
23023,Cashew Milk,66,6.04,3.33,11.36,9.67,0.51,5.6,0.87,91
23024,Skim Milk,55,2.03,4.64,3.76,0.75,0.7,6.15,0.64,116
23025,Whole Milk,67,2.78,4.7,10.18,8.93,0.27,7.97,0.31,139
23026,2% Milk,75,3.55,2.03,6.78,7.11,0.38,6.24,0.36,89
23027,Soy Milk,72,5.14,3.72,4.12,5.89,0.8,7.55,0.52,150
23028,Whole Milk,67,2.82,3.58,1.45,2.99,0.71,7.02,0.83,104
23029,Almond Milk,58,1.48,3.12,2.9,7.13,0.21,2.88,0.28,133
23030,Whole Milk,48,2.09,0.61,4.85,4.76,0.42,7.98,0.2,111
23031,Soy Milk,69,2.68,0.46,8.08,4.75,0.01,2.66,0.94,131
23032,Cashew Milk,74,7.48,0.93,7.0,5.28,0.44,6.58,0.37,142
23033,Coconut Milk,40,5.39,2.72,9.71,7.8,0.86,7.41,0.76,116
23034,Whole Milk,43,7.31,3.14,9.32,1.56,0.62,7.84,0.37,86
23035,Skim Milk,47,1.65,4.64,1.01,2.86,0.33,3.57,0.07,104
23036,Skim Milk,69,2.88,0.89,8.76,2.58,0.64,7.35,0.75,145
23037,Cashew Milk,54,6.48,3.13,10.62,4.27,0.78,3.36,0.19,84
23038,Cashew Milk,52,4.6,3.39,8.02,6.75,0.29,7.1,0.34,82
23039,2% Milk,80,7.18,1.44,9.9,8.65,0.54,2.36,0.84,99
23040,Soy Milk,40,6.22,2.37,1.06,3.72,0.48,2.28,0.33,100
23041,2% Milk,59,5.89,0.85,6.45,8.57,0.99,1.74,0.19,104
23042,Coconut Milk,59,5.49,4.18,2.86,6.55,0.73,4.79,0.78,91
23043,Soy Milk,42,4.31,3.11,3.76,6.39,0.92,6.44,0.87,102
23044,Almond Milk,59,5.71,4.18,1.72,2.57,0.54,3.92,0.4,140
23045,Skim Milk,45,6.03,2.99,3.09,8.48,0.68,5.25,0.36,102
23046,Almond Milk,50,2.92,3.94,10.69,7.27,0.63,2.05,0.11,113
23047,Soy Milk,41,1.01,2.35,11.63,3.27,0.49,3.89,0.67,123
23048,Coconut Milk,54,3.65,4.13,5.11,1.75,0.04,3.85,0.51,149
23049,Skim Milk,43,5.96,3.79,7.73,8.8,0.79,1.24,0.35,99
23050,Skim Milk,71,5.78,4.35,11.82,9.8,0.44,6.62,0.08,85
23051,Oat Milk,72,2.63,0.69,8.97,3.92,0.53,4.6,0.63,149
23052,Whole Milk,51,3.73,4.64,9.21,1.61,0.1,5.06,0.16,131
23053,Almond Milk,76,6.99,2.82,11.56,3.78,0.16,1.23,0.28,94
23054,Soy Milk,45,7.51,1.3,10.12,4.3,0.67,2.98,0.44,118
23055,Whole Milk,40,2.58,2.94,6.58,9.93,0.39,7.82,0.73,134
23056,Skim Milk,48,2.94,2.93,7.9,8.3,0.34,4.85,0.68,129
23057,Almond Milk,73,1.73,4.2,6.23,9.49,0.58,3.18,0.56,112
23058,Coconut Milk,59,6.4,2.85,1.56,7.64,0.26,5.98,0.0,118
23059,Almond Milk,79,2.79,1.28,4.23,6.42,0.31,7.71,0.79,141
23060,Cashew Milk,46,4.2,3.18,2.87,4.66,0.5,3.69,0.4,131
23061,2% Milk,43,7.49,3.88,3.98,3.09,0.34,7.12,0.86,110
23062,Whole Milk,76,0.92,0.77,4.25,5.81,0.13,1.91,0.59,103
23063,Soy Milk,56,5.64,0.83,11.61,6.2,0.23,2.95,0.54,138
23064,Oat Milk,63,1.28,2.79,6.8,8.74,0.46,1.07,0.83,135
23065,Coconut Milk,46,7.87,4.29,4.09,5.72,0.87,4.92,0.42,150
23066,Soy Milk,50,0.71,2.58,9.89,3.31,0.65,7.12,0.77,87
23067,Soy Milk,73,7.85,2.79,4.27,1.19,0.25,1.11,0.85,137
23068,Skim Milk,65,4.44,2.12,6.33,6.8,0.63,2.57,0.19,117
23069,Soy Milk,53,5.8,2.83,6.73,0.56,0.18,5.19,0.14,149
23070,Skim Milk,41,7.8,3.73,7.74,6.64,0.68,7.37,0.06,108
23071,Soy Milk,44,5.19,3.86,10.76,2.75,0.14,6.39,0.12,103
23072,Whole Milk,50,6.84,1.36,7.72,6.07,0.27,2.09,0.04,124
23073,Cashew Milk,76,4.81,4.26,10.96,5.7,0.91,3.1,0.3,116
23074,Coconut Milk,64,5.69,1.98,1.52,0.74,0.55,3.98,0.63,134
23075,Almond Milk,57,6.73,0.82,11.17,1.91,0.07,4.02,0.38,142
23076,Soy Milk,64,4.47,1.51,6.66,3.23,0.13,1.23,0.21,106
23077,Skim Milk,48,0.67,0.75,5.12,6.79,0.24,4.78,0.14,111
23078,Cashew Milk,65,1.05,2.94,11.1,4.66,0.41,5.81,0.7,126
23079,Cashew Milk,52,5.59,4.54,5.73,2.61,0.99,5.4,0.94,112
23080,Almond Milk,49,7.87,1.96,8.65,2.81,0.02,3.26,0.3,101
23081,Soy Milk,44,3.61,3.26,1.6,6.01,0.93,7.76,0.76,89
23082,Cashew Milk,74,4.2,3.53,5.16,0.84,0.46,3.01,0.15,98
23083,Cashew Milk,53,1.65,3.39,3.99,1.21,0.22,5.71,0.58,150
23084,Cashew Milk,46,6.63,0.41,5.71,2.36,0.89,2.6,0.35,94
23085,Cashew Milk,73,7.65,3.87,11.6,1.29,0.75,7.16,0.7,94
23086,Skim Milk,44,7.05,1.69,3.89,2.26,0.79,3.0,0.07,89
23087,Oat Milk,76,3.41,1.79,2.27,8.44,0.56,1.27,0.71,84
23088,Almond Milk,65,1.76,1.29,5.28,4.64,0.82,6.62,0.38,141
23089,Skim Milk,49,3.94,1.94,2.54,8.28,0.48,3.53,0.75,147
23090,2% Milk,49,1.36,1.13,7.25,6.0,0.08,7.53,0.45,146
23091,Whole Milk,42,7.82,3.41,7.11,5.44,0.57,1.71,0.35,128
23092,Whole Milk,40,7.59,3.08,1.92,9.75,0.86,5.56,0.35,146
23093,Skim Milk,65,6.58,4.61,6.34,7.94,0.39,2.43,0.49,137
23094,Soy Milk,61,5.7,0.75,10.71,9.09,0.78,3.46,0.71,145
23095,Whole Milk,56,1.62,3.4,1.39,9.95,0.07,6.66,0.07,110
23096,Oat Milk,70,1.94,2.49,2.39,8.72,0.78,3.5,0.75,125
23097,Whole Milk,80,5.98,0.75,2.07,4.54,0.13,3.45,0.7,116
23098,Skim Milk,42,4.17,1.89,5.29,7.3,0.63,7.4,0.38,83
23099,Almond Milk,60,7.82,0.66,8.09,6.98,0.27,2.52,0.36,103
23100,Whole Milk,76,6.67,0.93,11.02,1.43,0.42,3.11,0.1,106
23101,Almond Milk,65,7.11,0.76,1.21,0.87,0.89,6.91,0.79,83
23102,Soy Milk,70,2.73,4.23,7.75,8.5,0.84,1.31,0.67,100
23103,Almond Milk,78,5.85,3.17,6.45,5.07,0.59,7.17,0.51,104
23104,Almond Milk,65,4.45,4.16,10.32,9.52,0.35,6.41,0.92,133
23105,Almond Milk,43,6.19,4.65,4.5,9.1,0.96,1.63,0.05,126
23106,2% Milk,70,7.24,3.17,2.57,7.5,0.56,2.29,0.26,112
23107,Skim Milk,75,3.03,2.27,2.44,3.34,0.82,4.97,0.39,133
23108,Oat Milk,70,1.39,1.06,10.99,1.32,0.26,7.65,0.97,100
23109,Skim Milk,75,2.41,1.04,10.67,7.95,0.36,6.1,0.96,99
23110,Cashew Milk,44,6.41,2.5,6.54,3.04,0.41,4.37,0.8,147
23111,Coconut Milk,54,4.99,2.38,9.62,2.54,0.7,4.26,0.5,132
23112,Oat Milk,66,5.18,3.33,10.44,0.55,0.61,4.63,0.7,99
23113,Coconut Milk,47,6.5,0.72,1.1,8.31,0.22,7.01,0.53,104
23114,Whole Milk,62,4.87,4.57,1.74,9.06,0.09,6.73,0.76,148
23115,Whole Milk,54,6.39,3.48,1.02,6.94,0.73,6.69,0.31,119
23116,Almond Milk,62,6.07,4.44,1.82,4.71,0.58,3.81,0.8,148
