Id,Product Name,Energy (kcal),Fat Percentage (g),Saturated Fat (g),Carbohydrates (g),Sugars (g),Fiber (g),Protein (g),Salt (g),Calcium (mg)
19169,Cashew Milk,43,0.97,3.3,10.92,6.37,0.4,3.59,0.32,140
19170,Oat Milk,51,4.93,4.54,2.46,4.09,0.2,6.83,0.02,149
19171,Skim Milk,68,4.87,2.73,2.91,6.42,0.86,2.7,0.84,130
19172,Almond Milk,71,6.44,1.29,5.46,5.21,0.32,5.58,0.69,150
19173,Almond Milk,52,2.9,2.62,9.13,6.29,0.75,5.64,0.23,120
19174,2% Milk,49,0.67,1.33,7.89,3.65,0.35,4.17,0.16,114
19175,2% Milk,52,3.65,4.12,3.71,7.34,0.57,6.77,0.18,144
19176,Skim Milk,60,2.92,2.83,7.32,2.1,0.17,1.88,0.45,105
19177,Almond Milk,79,2.48,4.03,9.65,4.51,0.32,3.7,0.24,83
19178,Skim Milk,48,5.43,0.61,4.18,7.05,0.26,4.39,0.72,93
19179,Whole Milk,49,7.7,1.72,8.71,0.6,0.24,5.79,0.14,118
19180,Almond Milk,51,5.99,0.61,1.09,9.73,0.87,6.64,0.45,96
19181,2% Milk,75,5.38,1.43,1.61,2.1,0.07,6.07,0.15,146
19182,Soy Milk,79,7.89,4.76,9.82,7.39,0.85,6.58,0.11,94
19183,Oat Milk,47,1.37,3.41,10.28,2.53,0.49,3.33,0.24,146
19184,Skim Milk,48,1.97,2.05,4.52,6.15,0.06,5.23,0.17,105
19185,Whole Milk,69,5.8,2.69,4.76,9.21,0.72,5.27,0.37,81
19186,Cashew Milk,54,3.82,3.0,10.49,8.79,0.91,4.56,0.5,136
19187,Skim Milk,71,7.67,1.7,3.77,7.54,0.05,4.97,0.72,103
19188,Whole Milk,44,3.59,3.73,11.35,5.58,0.87,3.1,0.4,103
19189,Almond Milk,66,5.42,4.26,5.91,9.81,0.39,6.84,0.75,146
19190,Whole Milk,62,6.61,2.25,5.62,2.07,0.87,4.95,0.62,87
19191,2% Milk,62,5.76,1.12,7.09,2.15,0.32,2.79,0.32,94
19192,Whole Milk,70,1.44,1.54,8.99,6.79,0.5,3.88,0.59,109
19193,Oat Milk,63,5.47,4.47,9.84,0.57,0.32,7.5,0.72,96
19194,Oat Milk,79,4.39,1.84,2.12,9.19,0.12,5.04,0.83,124
19195,Skim Milk,78,5.34,4.18,8.35,6.1,0.1,7.0,0.98,96
19196,Almond Milk,62,5.39,4.31,11.09,6.74,0.82,3.91,0.42,96
19197,2% Milk,62,3.72,4.09,1.08,5.12,0.89,1.41,0.12,113
19198,Coconut Milk,51,7.01,4.49,5.51,3.65,0.06,5.54,0.1,80
19199,Almond Milk,50,1.06,3.77,5.21,7.61,0.69,3.56,0.95,135
19200,Skim Milk,67,2.0,0.15,8.87,2.53,0.2,2.47,0.85,90
19201,2% Milk,54,5.58,0.53,5.31,7.86,0.46,3.61,0.36,113
19202,Coconut Milk,79,1.29,3.17,7.2,9.97,0.94,6.38,0.76,97
19203,Coconut Milk,51,5.08,2.59,2.8,6.91,0.92,2.84,0.05,88
19204,Cashew Milk,53,3.72,1.37,3.32,8.0,1.0,7.7,0.87,131
19205,2% Milk,51,1.22,2.09,11.11,5.9,0.04,5.72,0.93,88
19206,Almond Milk,41,4.06,2.6,3.23,8.97,0.53,6.15,0.65,120
19207,2% Milk,69,5.36,0.27,3.19,6.28,0.4,2.72,0.99,88
19208,Oat Milk,42,2.0,2.67,3.12,0.56,0.67,6.39,0.69,85
19209,Cashew Milk,47,6.93,2.27,5.44,0.81,0.76,2.81,0.67,81
19210,Coconut Milk,62,6.05,4.48,3.59,9.21,0.29,3.31,0.76,115
19211,Cashew Milk,49,5.89,1.52,10.54,7.23,0.16,7.39,0.47,107
19212,Coconut Milk,50,7.28,2.63,9.38,2.26,0.6,5.29,0.15,136
19213,Whole Milk,42,7.39,4.97,3.58,5.93,0.95,1.51,0.84,148
19214,Soy Milk,59,3.14,2.86,6.45,1.8,0.48,4.12,0.86,129
19215,Cashew Milk,79,3.92,4.2,2.36,4.14,0.21,5.9,0.85,123
19216,Almond Milk,49,5.75,4.46,11.25,4.1,0.15,5.51,0.54,135
19217,Cashew Milk,75,0.72,4.28,11.38,1.93,0.91,3.72,0.23,126
19218,Oat Milk,74,6.06,0.14,4.78,1.76,0.09,3.3,0.47,83
19219,Coconut Milk,65,6.64,1.37,4.72,9.96,0.51,3.35,0.21,130
19220,Oat Milk,77,5.38,0.72,1.63,2.01,0.03,6.08,0.08,134
19221,2% Milk,55,3.43,0.94,8.98,1.25,0.7,2.23,0.13,91
19222,Coconut Milk,53,5.38,0.48,3.85,8.36,0.2,3.82,0.35,115
19223,Almond Milk,55,1.94,0.63,11.14,4.01,0.26,4.23,0.24,84
19224,Oat Milk,67,3.93,3.87,3.33,7.66,0.6,2.49,0.34,117
19225,Soy Milk,40,5.07,4.4,10.85,9.86,0.4,7.86,0.59,123
19226,Almond Milk,72,2.23,2.87,7.5,7.0,0.58,1.97,0.93,149
19227,Cashew Milk,55,6.48,3.18,5.37,7.24,0.58,6.47,0.88,118
19228,2% Milk,61,5.7,3.32,7.95,4.6,0.88,3.81,0.98,134
19229,Soy Milk,66,4.44,3.25,11.22,1.97,0.54,4.7,0.79,149
19230,Whole Milk,65,0.7,2.84,11.45,1.43,0.37,5.43,0.85,104
19231,Skim Milk,42,6.1,2.19,11.55,2.04,0.58,3.04,0.0,114
19232,Soy Milk,80,8.0,2.84,11.63,6.56,0.96,2.31,0.93,105
19233,Cashew Milk,76,5.46,0.5,1.46,1.43,0.61,3.05,0.8,87
19234,2% Milk,64,0.91,2.28,8.89,9.75,0.56,5.29,0.42,97
19235,Soy Milk,70,5.33,4.55,3.59,4.68,0.75,2.98,0.78,100
19236,Skim Milk,60,5.49,2.05,9.25,3.92,0.41,6.83,0.78,107
19237,2% Milk,46,7.07,0.46,11.89,4.74,0.39,1.38,0.97,125
19238,Coconut Milk,45,6.15,4.06,8.06,5.96,0.05,4.91,0.72,139
19239,Skim Milk,60,5.22,0.85,7.15,2.63,0.1,5.71,0.93,113
19240,Soy Milk,40,1.51,1.62,4.53,3.25,0.16,4.97,0.3,116
19241,Almond Milk,48,6.49,0.14,10.65,1.44,0.32,6.08,0.05,87
19242,Whole Milk,71,5.57,1.42,4.91,8.39,0.16,7.97,0.2,85
19243,Coconut Milk,77,7.19,2.29,2.68,4.67,0.65,5.94,0.45,150
19244,2% Milk,73,7.4,1.3,4.28,6.7,0.01,1.08,0.8,109
19245,Almond Milk,78,0.83,0.24,5.52,9.3,0.14,5.4,0.5,121
19246,2% Milk,57,2.11,1.12,10.01,8.99,1.0,3.86,0.27,144
19247,Almond Milk,52,2.1,0.26,7.39,8.43,0.08,4.97,0.8,99
19248,Cashew Milk,41,6.21,1.35,7.63,2.59,0.45,2.21,0.0,104
19249,Whole Milk,70,6.89,2.56,2.33,4.47,0.96,6.26,0.62,91
19250,Soy Milk,67,6.73,2.0,6.86,5.99,0.1,1.25,0.78,121
19251,Oat Milk,52,4.3,4.6,4.02,1.52,0.19,7.49,0.45,110
19252,Soy Milk,76,1.23,3.6,10.71,5.89,0.35,5.98,0.54,96
19253,Almond Milk,61,2.52,4.34,11.4,8.3,0.7,4.09,0.82,103
19254,Oat Milk,68,6.12,2.22,8.16,6.39,0.89,2.24,0.74,92
19255,Almond Milk,67,2.74,2.34,10.28,0.71,0.62,4.55,0.34,90
19256,Skim Milk,40,2.75,4.14,7.0,8.62,0.4,6.1,0.18,128
19257,Cashew Milk,71,7.23,4.05,8.83,8.65,0.27,4.89,0.18,113
19258,Whole Milk,56,5.26,3.32,4.82,7.2,0.57,7.12,0.98,91
19259,Cashew Milk,71,2.06,0.13,6.63,3.14,0.34,4.44,0.74,91
19260,Oat Milk,47,3.58,2.47,5.74,3.48,0.34,6.25,0.43,109
19261,Skim Milk,76,5.11,1.79,10.2,9.21,0.37,4.01,0.17,141
19262,2% Milk,62,7.4,1.73,7.02,2.47,0.93,4.0,0.75,92
19263,Skim Milk,67,6.07,4.36,9.58,3.26,0.97,6.95,0.01,120
19264,Coconut Milk,61,7.65,3.25,8.85,9.14,0.3,6.35,0.56,147
19265,Oat Milk,63,3.89,2.31,9.57,6.21,0.37,4.41,0.75,136
19266,Soy Milk,46,6.87,3.01,9.39,8.48,0.18,4.6,0.12,138
19267,Whole Milk,67,6.27,0.99,8.7,9.49,0.51,6.42,0.67,142
19268,2% Milk,73,2.01,0.47,1.52,8.51,0.67,4.58,0.52,93
19269,Soy Milk,48,7.27,1.78,7.19,1.63,0.16,3.45,0.51,99
19270,Skim Milk,61,5.25,2.63,2.65,7.29,0.51,4.48,0.85,103
19271,Soy Milk,62,5.45,3.24,4.53,1.62,0.42,1.6,0.53,130
19272,Almond Milk,71,2.0,0.66,8.38,6.13,0.72,6.47,0.79,108
19273,Coconut Milk,65,0.56,3.47,9.53,3.0,0.28,1.31,0.46,82
19274,2% Milk,73,5.86,0.15,4.39,0.53,0.25,4.89,0.94,128
19275,2% Milk,53,3.23,0.41,7.6,2.98,0.23,5.45,0.96,132
19276,Whole Milk,69,1.54,1.95,9.8,8.75,0.51,2.83,0.96,130
19277,Almond Milk,74,2.25,4.68,1.63,8.53,0.93,5.0,0.63,143
19278,Whole Milk,77,3.57,1.7,9.96,9.51,0.47,3.76,0.19,108
19279,Almond Milk,60,2.29,3.78,6.72,7.75,0.71,7.01,0.56,99
19280,Almond Milk,48,4.24,2.54,9.63,7.73,0.81,2.54,0.91,127
19281,Oat Milk,76,6.64,0.89,2.34,1.41,0.05,7.9,0.53,145
19282,Soy Milk,66,0.74,0.74,6.12,1.23,0.99,5.92,0.07,124
19283,2% Milk,76,4.34,0.24,10.84,7.78,0.61,4.43,0.83,147
19284,Soy Milk,66,7.49,2.12,11.47,7.93,0.21,5.72,0.65,99
19285,Oat Milk,43,5.94,4.93,4.39,6.83,0.15,3.32,0.77,98
19286,Almond Milk,80,1.16,4.59,8.53,9.65,0.7,7.7,0.84,129
19287,2% Milk,76,3.0,0.83,7.18,2.99,0.15,7.84,0.27,89
19288,Almond Milk,73,5.44,0.8,11.21,0.83,0.07,5.41,0.52,104
19289,2% Milk,54,7.9,4.48,3.23,6.76,0.96,2.04,0.26,124
19290,Cashew Milk,70,1.79,2.14,5.43,9.58,0.87,2.91,0.96,100
19291,Soy Milk,40,4.69,0.82,2.31,9.2,0.47,5.18,0.62,124
19292,Oat Milk,59,4.71,0.55,2.44,1.73,0.45,7.36,0.28,89
19293,Skim Milk,80,3.72,2.44,8.08,5.21,0.75,2.18,0.52,150
19294,Coconut Milk,54,2.43,2.91,1.52,4.68,0.46,6.54,0.9,136
19295,Whole Milk,63,2.07,0.27,1.26,0.62,0.06,7.61,0.72,101
19296,Coconut Milk,72,2.87,4.44,11.98,8.43,0.8,1.68,0.73,106
19297,Soy Milk,69,5.63,1.68,4.04,9.1,0.74,2.58,0.25,95
19298,Cashew Milk,54,2.06,1.57,11.38,1.94,0.31,1.75,0.93,110
19299,Soy Milk,73,4.91,3.07,10.48,4.96,0.57,3.98,0.28,86
19300,Whole Milk,72,6.07,0.96,7.58,6.99,0.53,4.41,0.34,112
19301,Whole Milk,53,5.59,2.82,3.68,1.91,0.19,4.42,0.68,98
19302,Oat Milk,61,2.77,3.23,7.54,5.68,0.54,7.74,0.05,137
19303,Oat Milk,45,7.6,2.72,3.2,7.72,0.22,6.56,0.35,139
19304,Soy Milk,75,7.18,2.09,6.74,4.87,0.99,3.74,0.82,91
19305,Almond Milk,55,7.1,4.14,5.81,9.36,0.31,4.49,0.03,149
19306,Soy Milk,63,1.32,3.46,5.87,2.13,0.42,2.4,0.93,110
19307,Whole Milk,69,2.82,1.74,7.69,4.49,0.91,1.3,0.95,87
19308,Coconut Milk,50,6.78,1.0,8.44,6.42,0.46,6.43,0.45,140
19309,Whole Milk,47,4.66,1.77,1.67,8.57,0.76,1.54,0.18,146
19310,Coconut Milk,80,1.8,0.41,11.36,8.61,0.63,2.4,0.16,89
19311,Oat Milk,46,1.44,2.65,4.03,0.65,0.96,6.25,0.8,101
19312,Cashew Milk,59,0.79,2.88,4.39,0.98,0.42,1.48,0.55,146
19313,Skim Milk,55,2.79,0.59,7.0,9.53,0.64,7.57,0.12,122
19314,Cashew Milk,46,7.58,0.35,2.8,8.5,0.91,2.12,0.57,105
19315,Almond Milk,75,4.58,0.6,1.69,9.5,0.78,5.27,0.16,127
19316,Cashew Milk,46,7.39,1.87,7.23,3.03,0.02,5.19,0.81,100
19317,Skim Milk,75,2.75,3.28,11.54,3.14,0.17,1.7,0.42,87
19318,Cashew Milk,78,5.81,0.73,11.86,8.72,0.2,1.63,0.97,143
19319,2% Milk,45,3.14,2.34,7.55,0.83,0.07,2.75,0.2,98
19320,Soy Milk,40,5.27,4.81,10.09,4.52,0.98,6.14,0.41,127
19321,2% Milk,45,4.81,0.8,3.53,1.7,0.18,2.64,0.49,83
19322,Whole Milk,52,0.75,0.31,6.66,3.92,0.89,4.44,0.73,119
19323,2% Milk,75,1.71,0.44,10.21,8.58,0.86,6.71,0.51,139
19324,Coconut Milk,56,3.94,0.42,8.55,1.16,0.02,3.11,0.1,85
19325,Oat Milk,48,1.82,2.88,2.2,3.15,0.45,4.99,0.32,138
19326,Oat Milk,43,6.79,4.17,3.76,8.75,0.53,4.47,0.13,130
19327,Skim Milk,55,2.55,4.42,3.74,5.44,0.42,7.78,0.27,138
19328,Cashew Milk,40,3.86,4.05,10.47,4.89,0.93,7.5,0.29,81
19329,Soy Milk,52,0.77,2.59,7.3,9.23,0.33,4.37,0.12,123
19330,Whole Milk,75,7.38,0.28,7.34,5.04,0.03,3.68,0.28,132
19331,Skim Milk,55,2.58,4.15,2.07,9.99,0.33,5.6,0.74,93
19332,Oat Milk,49,4.75,2.11,3.69,3.91,0.38,2.11,0.74,85
19333,Skim Milk,67,4.29,0.92,4.74,4.15,0.87,5.85,0.84,90
19334,2% Milk,63,0.71,0.22,9.21,9.62,0.53,4.76,0.37,132
19335,Coconut Milk,75,4.37,1.32,6.05,2.48,0.45,6.45,0.95,129
19336,Whole Milk,51,7.27,1.51,5.87,5.31,0.91,7.04,0.57,103
19337,Soy Milk,67,6.45,4.49,10.13,4.06,0.32,3.88,0.07,97
19338,Skim Milk,54,6.32,4.4,2.7,3.95,0.89,4.86,0.37,148
19339,Coconut Milk,45,7.6,2.86,6.08,3.19,0.49,3.91,0.63,104
19340,2% Milk,75,6.08,3.85,5.45,8.82,0.64,4.07,0.56,83
19341,Whole Milk,66,1.28,0.6,5.33,1.62,0.06,5.07,0.14,138
19342,Whole Milk,71,6.34,3.84,8.3,3.21,0.43,7.86,0.5,96
19343,Soy Milk,60,1.32,1.48,11.41,8.18,0.36,5.28,0.6,99
19344,Skim Milk,72,5.87,2.91,1.82,7.86,0.8,4.53,0.45,115
19345,Soy Milk,58,5.01,0.47,9.39,3.98,0.24,6.83,0.51,150
19346,Coconut Milk,41,5.26,0.17,1.86,4.42,0.67,6.21,0.68,93
19347,Coconut Milk,63,2.28,4.05,10.2,5.66,0.66,6.35,0.57,126
19348,Whole Milk,56,2.4,3.08,8.33,7.31,0.52,1.19,0.69,94
19349,Almond Milk,59,0.83,2.71,2.03,1.89,0.05,1.66,0.12,98
19350,Cashew Milk,76,7.44,0.99,11.75,5.72,0.58,4.47,0.38,128
19351,Oat Milk,50,4.62,3.28,10.47,4.75,0.51,3.2,0.28,125
19352,Skim Milk,50,6.55,1.55,9.66,1.0,0.22,1.1,0.2,117
19353,Whole Milk,40,7.98,3.16,7.71,5.34,0.15,4.26,0.2,145
19354,Almond Milk,48,1.68,2.83,3.69,4.83,0.0,2.27,0.65,85
19355,Cashew Milk,78,1.94,1.83,2.03,1.65,0.41,5.65,0.3,80
19356,Almond Milk,43,4.39,2.58,11.6,2.99,0.36,2.52,0.67,134
19357,Coconut Milk,68,1.0,4.3,10.99,1.37,0.05,3.99,0.48,95
19358,Almond Milk,59,7.96,4.16,11.48,8.01,0.37,1.71,0.37,149
19359,Cashew Milk,41,6.33,1.43,7.33,4.71,0.14,5.76,0.72,131
19360,Oat Milk,45,3.7,4.41,6.57,3.72,0.87,7.51,0.36,92
19361,Almond Milk,48,0.79,2.28,7.85,8.32,0.29,3.71,0.22,142
19362,Soy Milk,44,5.88,4.83,5.78,4.28,0.91,3.17,0.74,120
19363,2% Milk,44,5.22,0.59,10.35,6.66,0.65,3.6,0.86,81
19364,Skim Milk,43,3.27,2.22,4.95,6.14,0.08,1.5,0.85,138
19365,2% Milk,74,1.1,3.49,10.2,5.98,0.78,6.55,0.86,107
19366,Soy Milk,44,1.49,3.57,7.06,6.05,0.93,6.27,0.57,114
19367,Cashew Milk,66,1.72,0.94,10.49,8.82,0.9,6.54,0.99,150
19368,Cashew Milk,45,5.41,0.65,11.94,7.09,0.41,4.92,0.03,147
19369,Soy Milk,76,2.51,4.14,5.74,2.19,0.06,4.47,0.5,135
19370,2% Milk,69,4.88,0.31,11.2,5.17,0.25,6.64,0.74,93
19371,Skim Milk,62,1.45,4.52,2.03,8.68,0.57,1.47,0.02,96
19372,Oat Milk,46,0.62,3.89,10.39,9.18,0.47,5.9,0.58,148
19373,Skim Milk,58,7.66,2.79,1.35,7.52,0.14,4.74,0.4,143
19374,Almond Milk,51,4.62,1.1,8.92,0.94,0.0,3.38,0.27,87
19375,Almond Milk,47,2.81,3.74,6.76,6.33,0.94,4.7,0.15,115
19376,2% Milk,76,6.26,1.22,8.96,2.83,0.27,5.89,0.49,106
19377,Almond Milk,70,0.79,2.27,3.05,0.89,0.9,4.33,0.87,130
19378,Oat Milk,76,5.24,1.61,7.17,7.67,0.6,3.06,0.57,110
19379,Oat Milk,63,6.78,2.54,2.59,4.53,0.03,2.42,0.51,133
19380,Whole Milk,68,3.62,0.17,6.39,1.98,0.47,5.39,0.3,146
19381,Oat Milk,49,0.68,4.3,11.01,0.55,0.33,2.13,0.28,139
19382,Oat Milk,76,3.44,4.41,11.38,5.95,0.55,1.55,0.88,138
19383,Coconut Milk,56,5.82,1.03,1.97,4.02,0.65,3.56,0.68,101
19384,Oat Milk,68,6.08,1.41,5.8,9.42,0.76,1.3,0.27,102
19385,Coconut Milk,48,2.6,4.48,8.82,9.52,0.79,6.45,0.86,134
19386,Skim Milk,54,2.96,3.25,10.22,3.45,0.76,3.36,0.9,87
19387,Cashew Milk,45,1.76,4.8,2.84,5.46,0.33,7.26,0.07,144
19388,Oat Milk,58,0.79,4.06,5.04,3.24,0.71,3.69,0.33,133
19389,Cashew Milk,45,3.61,2.4,11.26,5.99,0.86,4.35,0.64,105
19390,Cashew Milk,57,3.71,2.87,7.92,8.23,0.93,5.91,0.68,101
19391,Soy Milk,45,5.81,2.5,6.99,8.47,0.87,6.14,0.05,130
19392,Oat Milk,70,7.98,1.82,11.69,3.01,0.9,4.63,0.16,110
19393,Almond Milk,51,3.82,1.85,2.78,3.83,0.54,4.68,0.83,116
19394,Oat Milk,40,7.87,3.7,8.1,7.7,0.85,1.39,0.36,106
19395,Almond Milk,41,5.72,3.09,8.76,7.78,0.25,1.01,0.17,100
19396,Oat Milk,61,3.79,3.21,2.17,7.98,0.24,7.15,0.12,127
19397,Whole Milk,76,4.58,0.13,6.34,2.99,0.48,5.12,0.62,109
19398,Oat Milk,41,6.9,1.22,5.11,0.78,0.55,4.36,0.14,134
19399,Soy Milk,80,2.46,0.73,2.17,5.39,0.77,4.39,0.67,116
19400,Skim Milk,80,5.03,4.82,6.13,5.28,0.61,3.86,0.43,117
19401,Almond Milk,64,3.12,4.67,4.75,3.34,0.28,4.82,0.5,94
19402,Coconut Milk,41,3.59,4.11,3.04,2.89,0.19,3.45,0.09,106
19403,Whole Milk,58,0.53,4.66,11.28,9.54,0.23,3.38,0.67,81
19404,Oat Milk,44,6.04,2.97,5.61,2.86,0.09,3.0,0.72,103
19405,Cashew Milk,68,5.92,4.87,3.33,5.52,0.83,4.77,0.94,149
19406,Oat Milk,62,1.99,3.17,6.85,2.03,0.04,7.48,0.61,104
19407,Skim Milk,48,4.82,3.7,4.36,8.96,0.34,4.63,0.72,113
19408,Skim Milk,53,4.9,3.91,6.95,9.45,0.63,1.88,0.35,104
19409,Skim Milk,63,7.75,1.21,6.56,9.89,0.31,5.81,0.08,104
19410,Almond Milk,74,5.89,1.92,1.26,8.61,0.76,1.14,0.3,112
19411,Soy Milk,73,6.8,2.06,5.09,7.95,0.15,2.43,0.01,109
19412,Soy Milk,52,4.05,1.14,1.51,9.81,0.8,7.27,0.8,82
19413,Cashew Milk,68,6.57,1.24,11.94,2.24,0.25,7.88,0.55,84
19414,Whole Milk,69,7.21,1.92,10.49,3.76,0.64,5.16,0.08,113
19415,Coconut Milk,66,6.9,2.4,9.34,1.47,0.75,2.05,0.74,136
19416,Whole Milk,52,2.37,2.47,3.19,1.51,0.39,5.77,0.26,119
19417,2% Milk,79,4.66,4.45,10.86,9.4,0.42,1.34,0.83,100
19418,Whole Milk,62,7.86,4.24,9.45,3.58,0.22,6.91,0.53,138
19419,Almond Milk,64,7.26,1.32,3.84,7.98,0.7,5.2,0.42,100
19420,Cashew Milk,49,5.83,4.75,8.95,5.48,0.04,4.02,0.86,98
19421,2% Milk,71,4.44,3.15,5.47,9.36,0.56,1.65,0.98,119
19422,Soy Milk,78,4.9,4.11,8.72,7.44,0.83,1.88,0.96,96
19423,Soy Milk,69,4.68,0.84,3.86,8.95,0.74,6.43,0.24,128
19424,2% Milk,70,0.81,3.64,6.74,3.28,0.47,1.18,0.44,133
19425,Oat Milk,42,0.6,1.23,7.5,5.32,0.2,3.04,0.01,142
19426,2% Milk,47,7.19,3.89,2.79,3.2,0.28,5.97,0.42,95
19427,Soy Milk,69,7.22,2.67,1.32,6.87,0.25,3.18,0.89,85
19428,2% Milk,62,3.22,3.88,8.52,9.35,0.92,1.57,0.31,138
19429,Cashew Milk,43,7.69,1.56,1.94,0.76,0.12,4.53,0.75,133
19430,2% Milk,43,2.39,2.01,1.44,7.99,0.44,3.5,0.58,91
19431,2% Milk,64,3.34,3.82,8.28,4.7,0.8,7.7,0.46,126
19432,Soy Milk,51,4.46,3.34,2.38,1.2,0.73,2.16,0.8,133
19433,2% Milk,40,2.34,3.2,4.79,7.59,0.86,3.18,0.82,122
19434,Coconut Milk,74,7.93,2.17,5.7,7.24,0.35,5.77,0.78,107
19435,Whole Milk,56,4.52,3.08,2.99,1.43,0.13,5.47,0.54,135
19436,Almond Milk,66,7.91,3.53,10.87,9.98,0.4,7.78,0.41,134
19437,Skim Milk,79,5.64,0.43,10.31,5.67,0.45,5.5,0.45,114
19438,Coconut Milk,65,5.41,4.85,9.3,8.94,0.48,5.06,0.38,124
19439,Almond Milk,50,2.98,3.35,1.7,6.62,0.06,1.68,0.85,100
19440,Skim Milk,66,6.0,0.66,8.37,9.76,0.36,4.83,0.89,133
19441,Almond Milk,44,1.94,2.83,6.23,6.18,0.03,1.87,0.91,140
19442,2% Milk,57,6.58,3.46,1.06,7.55,0.08,6.33,0.75,113
19443,Oat Milk,65,5.74,4.1,7.63,1.45,0.94,3.36,0.05,85
19444,Almond Milk,59,7.95,2.75,4.72,3.03,0.3,3.52,0.66,99
19445,Oat Milk,40,6.07,4.84,4.68,8.89,0.83,6.47,0.49,84
19446,Whole Milk,62,6.62,0.57,6.31,7.1,0.56,4.93,0.14,138
19447,Soy Milk,53,5.38,0.14,5.21,5.63,0.52,1.6,0.68,88
19448,2% Milk,53,3.16,3.49,6.08,8.44,0.77,5.48,0.52,94
19449,Soy Milk,61,4.99,4.39,5.86,8.29,0.76,7.79,0.31,113
19450,Oat Milk,72,2.74,2.94,11.4,9.63,0.81,4.42,0.51,87
19451,Skim Milk,46,3.44,2.09,10.54,6.39,0.18,7.1,0.94,97
19452,Cashew Milk,64,2.29,1.57,1.31,4.07,0.01,5.66,0.97,135
19453,Skim Milk,62,7.73,3.06,9.89,2.1,0.1,2.03,0.35,136
19454,Almond Milk,58,4.62,2.82,7.53,6.03,0.21,1.99,0.57,98
19455,Skim Milk,79,3.9,4.88,10.44,9.22,0.87,3.75,0.82,113
19456,Coconut Milk,68,1.25,4.4,11.79,8.86,0.99,5.12,0.81,106
19457,Soy Milk,44,1.19,3.33,2.48,8.06,0.8,2.75,0.41,118
19458,Cashew Milk,55,3.69,1.75,9.61,2.09,0.86,4.94,0.71,89
19459,Cashew Milk,44,3.22,0.34,2.73,4.6,0.34,5.73,0.24,150
19460,Skim Milk,40,2.74,4.5,5.52,2.27,0.63,6.47,0.43,131
19461,Soy Milk,63,7.63,4.86,10.79,1.13,0.06,7.58,0.96,132
19462,Soy Milk,67,5.15,3.95,6.78,3.74,0.57,5.0,0.7,92
19463,Soy Milk,59,0.68,4.77,5.57,6.24,0.48,1.01,0.41,83
19464,Oat Milk,51,3.36,2.9,6.42,5.76,0.4,3.35,0.31,145
19465,Cashew Milk,66,5.74,2.37,2.86,0.95,0.07,3.24,0.57,100
19466,Whole Milk,75,7.11,4.56,10.54,1.19,0.77,1.69,0.27,138
19467,2% Milk,53,4.65,1.82,8.85,1.53,0.23,1.07,0.91,145
19468,Soy Milk,49,4.61,3.29,6.96,7.29,0.49,5.1,0.16,90
19469,Almond Milk,78,4.02,1.27,1.8,2.09,0.15,1.61,0.24,130
19470,Coconut Milk,49,2.83,0.42,1.33,6.12,0.98,7.93,0.29,92
19471,Soy Milk,44,2.64,1.91,4.31,1.22,0.3,4.97,0.4,122
19472,Whole Milk,49,2.87,0.25,9.15,4.27,0.56,2.38,0.6,121
19473,Coconut Milk,69,5.62,1.54,9.06,8.95,0.13,7.2,0.83,95
19474,Skim Milk,69,1.56,4.06,9.96,8.78,0.59,5.54,0.24,129
19475,Soy Milk,48,3.54,1.35,10.25,1.29,0.05,2.2,0.07,110
19476,Cashew Milk,58,1.24,1.03,10.83,3.21,0.32,6.51,0.03,139
19477,Whole Milk,42,7.19,3.18,8.53,1.22,1.0,6.12,0.59,132
19478,Skim Milk,57,2.27,1.65,5.86,9.0,0.85,3.09,0.64,105
19479,Almond Milk,40,6.38,3.24,8.21,8.86,0.49,3.35,0.23,96
19480,Soy Milk,67,1.33,1.75,10.73,8.01,0.2,6.46,0.23,118
19481,Almond Milk,46,5.91,0.34,2.04,8.83,0.13,3.19,0.38,126
19482,Cashew Milk,48,6.27,4.41,7.16,3.33,0.74,4.48,0.75,122
19483,Coconut Milk,48,7.94,4.59,6.22,9.71,0.7,1.65,0.17,109
19484,Almond Milk,61,2.77,4.41,4.16,0.71,0.07,4.18,0.99,142
19485,Oat Milk,53,4.16,1.46,10.05,6.94,0.66,1.96,0.19,94
19486,Oat Milk,70,4.62,1.66,10.24,9.54,0.98,4.43,0.82,89
19487,2% Milk,74,2.92,4.78,6.68,4.38,0.04,2.27,0.97,97
19488,Almond Milk,54,3.03,2.88,8.53,5.73,0.95,2.25,0.72,139
19489,2% Milk,70,7.55,0.13,8.54,9.88,0.17,6.88,0.65,134
19490,Almond Milk,55,6.86,2.03,3.65,2.03,0.78,5.37,0.23,111
19491,Oat Milk,78,4.15,1.95,4.59,2.17,0.41,1.17,0.8,86
19492,Whole Milk,69,7.37,3.4,9.45,2.28,0.84,4.92,0.28,88
19493,Whole Milk,77,7.3,2.58,5.6,5.68,0.62,7.24,0.42,80
19494,Coconut Milk,40,3.24,2.84,11.75,7.8,0.9,2.88,0.59,93
19495,Almond Milk,74,6.07,3.59,3.05,9.79,0.51,7.58,0.39,126
19496,Almond Milk,62,1.03,1.21,7.15,1.88,0.7,6.25,0.06,100
19497,Skim Milk,76,1.68,0.32,5.4,5.45,0.76,5.73,0.63,148
19498,Oat Milk,67,3.68,4.55,11.68,2.41,0.47,6.3,0.2,91
